category,text
None-of-the-above,thiruvalluvar sonnatha konjom theringikkonga....; nee thappa valanthuttu atha niyayam paduthatha...
None-of-the-above,Anna unga brother transgender na nenga yathupingala
Homophobic-derogation,Romba talenta pesuratha nenapu
None-of-the-above,Love from sri lanka❤️
None-of-the-above,Nalla manasu irukum pothu kadavalaga therikirarkal thenk god ...intha ulagathila nalla vangkaluku than kastam ellam
None-of-the-above,Semaya eruku bro video
None-of-the-above,migavum kevalamana seyal idhukku padhila pitchai edukkalam
None-of-the-above,Akka vera level kaa..aludhuten kaa
None-of-the-above,@Jemima Jayakanthan  praise the lord sister
None-of-the-above,Vera leave bro
Counter-speech,serupadi to all homophobic
None-of-the-above,@V  avaru dress ah mean pannala attitude and gesture ah mean panraruu payan Mari alatudhu indha ponnu
None-of-the-above,Ipo ennamo naadu apdiye poothu kulungara madhiri pesitu irukanga... neenga ellarume first oruthanuku oruthi nu vazhunga aparam naatoda munetratha pathi pesalam
None-of-the-above,Akka vera level akka neega 😢😢😢
None-of-the-above,ok dude i ill try
None-of-the-above,enaku bus la oru time nadathuchu...
Homophobic-derogation,Sir neeinga fist ambalayanu poi doctor kita poinga
None-of-the-above,Super 👏👏👏👏👏👏👏😄anna waiting part 2
None-of-the-above,Single tea machi ku intha channel okay
None-of-the-above,Hiii frds iam karthick I m gay ennku unmaya love pannai marriage pannikanum assay irruku  yarachu irrukaingla
Hope-Speech,Real god nega  transgender .than
None-of-the-above,Pala like 😂
None-of-the-above,Vera 11bro niga
Transphobic-derogation,ith entha transgenders aano
None-of-the-above,Jailla putichi potuga sir
None-of-the-above,Yeandaa ipdi panra
None-of-the-above,Ne nalla irukanum ka eruthiyel kankalikiya tharunam 😭😭nega best ka
None-of-the-above,Unmaiyavae ivanga namma ellorvidavum uyarnthavargal ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ dr sissy I love u unga pasam ku equal ku ethuvum illa 😘😘😘😘😘😘😘😘😘😘😘😘
Hope-Speech,@pradeep  kodi per iruka maataanga nu nenaikireengala? Ellaarum Ungala maadri aaluku bayandhutu open aa solla maatraanga. India la 130 crore la 30 crore LGBT thaan.. Aana adha open aa ellaarkitayum solradhu enna maadri konjam per thaan..
None-of-the-above,"Evulo nallavanga irukranga , ipdi panna ellaraium thappa than ninaika thonum"
Transphobic-Threatening,Veara leavel Anna yarumea entha mathiri yeattukkala neenga atha paathi yeatuthurikkinga super anna 👌👌👌👌👌👌👌👌👌👌👌👌last aala vachuttiting akka neenga yeappothum happy ah erukkanum illarum akka I love you akka
None-of-the-above,Namakkal ah bro
None-of-the-above,Porakama poiruppa simple. Unaku kozhantha iruja
None-of-the-above,Maarana fun pana poringain nanaikuran tharikavirom
None-of-the-above,Sister unga nalla manasukku 🙏🙏🙏😭😭 neenga unga frends yellorum nalla erukkanum
Homophobic-Threatening,Podi thevidiya munda evala kolungada
Homophobic-derogation,Ajithan CJ pongada vennaingala...
Homophobic-derogation,sai ram avana nee
None-of-the-above,No words ❤️❤️❤️
None-of-the-above,Super Pro Vera level 😘😘😘❤️
None-of-the-above,@CR. J  u started doing yoga ahh!
Hope-Speech,Transgender vera level paa
None-of-the-above,Bro gays watsapp group sollunga pls
None-of-the-above,Vara level pannuga bro
None-of-the-above,Superr video bro
None-of-the-above,Bro eppa nenga lady getup pottu prank pannuvinga
None-of-the-above,DE manitham na eannanu kaakkitingka da ; Naa manusana polachikaren
Hope-Speech,I like homosex
None-of-the-above,Vera leval Ala vachittinga super bro
None-of-the-above,Adhilum.... Subramanya samy patri.. Sema reaction ma 😊😊
None-of-the-above,"swetha k ,olunga pora nanga loosam ,thappa pora neeinga correct aa?."
None-of-the-above,Rompa feel aituchu😓
None-of-the-above,"I like , super"
Hope-Speech,"Dude i accept your speech but ungalala idhae  speech ah konjam verupa kammi panni pesa mudinja inum ungala neraiya per reach panna mudiyum, enna  thimira pesuranga;  appadidhaan thonnudhu, but i support everything you say,  hatoff to your gyts..."
None-of-the-above,Ada pavingala.... Enna da valkai ithu...
None-of-the-above,Dai enda indha mari oruthavangala kootu bayamoorthy aada la uttu video podringa thoo vekkaketavangala
None-of-the-above,Tha.... Badu ommala
None-of-the-above,Avanga nalla irukanum epomea
Counter-speech,"Yaar ithu thappu ennu ninaikkurongalo onnu therinchukanum, chromosomes Problems onnum irukku athu avgal thappa illa amma appa thappa? Yaar thappum illa. Sari avagal kalyanam seithal avagal partner life spoil akatha? Avagal sex life laa ellame santhosham partner kooda kidaikkala enna athu eppadi therinchu innum oruttar life ah spoil pannalam? Iyarkai ennu solluraingal appo Neega ellarum iyarkaiya kaapathuringala? Kandippa 99% India laa itarkaiya kaapathalla athala ithuvum iyarkai than. Ithu onnum thottu viyathi illa ithu oru Chromosom problems laa varathu. Youngsters kku ithu innum puriyalla ennu kavalaya irukku. English kalakkamal tamilar tamil laa muthalla peesungal. TN tamilar ean tamil laa peesa thayanganum? 5000 varusham muthalla vantha tamil ah maranthu vaalurathu kalacharam ??? Chumma kandatha net laa paakamal konjam ithai patti vaasikkanum. Avagalum manithar than. Kanddaya kalyanam illa oru falls Ana vaalkai theevaiya ? Athu avagaluyum eamattiddu innum oru jeevan ah emathurathu. Illa ivagala kolai seiyalam ennuringala ??? I feel very shame. Naan heterosexual anal enakku ithu patti evalavo theriyum medicine field laa irukkurathala. Enakku gays lesbians friends irukkangal avagal enakku thappa theriyalla oru honest partner kooda vaalurangal"
None-of-the-above,Bro avanga super carrecter Anna 😳
Counter-speech,Idhuku per muraiyatra vaalvu illa. Muttaalthanam illa. Kadavul engala ipdi padachrukaaru. Ungaluku yen eriyudhu? Poraamaiyaa?
Hope-Speech,Go ahead Malini...  solvadhu ongi olikavendumaanal..  seyalal Sol...  ulagin thalai Sirandha Sol seyal...  serve  abandon people..
None-of-the-above,Very sensible and open talk.
None-of-the-above,sree21195 Sammanthame illaama itha yenda inga podra kammunaatti
None-of-the-above,Semma super malini Jeevarathanam
Counter-speech,"illa theriyama kekkuren. Indian tamil culture ippadi illanu soldranga. Ok Accepted.But Oruvanuku oruthinu thane tamil panpaadu. but now days yaaru culture follow pandra.Ithu pudikalana adutha aaluku poranga. ithu unga culture ku purama illaya?  Foreign saappadu,foreign dress styles ithu ellame follow pandra accept panna people yen ithaiyum accept panna kudathu?  Ithai accept pandrathala unga cultures tappa poga porathu illa. appadi paatha culture ah uruvakkuna kadavul thaaa ippadi patta people ah um uruvakkuraru. kadavule accept panna piragu neenga yaaru tappunu solla!"
None-of-the-above,Edu pavam oru transgender a kastapadutha kudadu
None-of-the-above,Anna Super Naa Naa Lawrence Anna Fan Na😍😍👌
Transphobic-derogation,Ne  yaruku porantha payana...pona
None-of-the-above,Antha akka saamy saamy nu solra vaarthaila avlo anbu irukku. Super akka.
None-of-the-above,Are u lesbian
None-of-the-above,Police enna panringa..?
None-of-the-above,Bangam; Panriga pa🤣
Hope-Speech,Trans gender god bless you
Hope-Speech,ungal valvil enrum magilchi pongatum🙏🙏🙏🙏🙏🙏🙏
None-of-the-above,4:46 na pora bye😂semalla adhu
None-of-the-above,Maranah waiting anna
None-of-the-above,Malini Akka 💝
Hope-Speech,Broo am sri lanka. Epdi oru boye a pathadu romba hpy. Am girl bt enaku boyesmella numbika ella. Ogala oru nalla frnda paka thonudu.
Transphobic-Threatening,Avala aduchu munchiya odachu irukkanum........evlovo nallavagalam irukkaga ..ippadi pannuravagalala than ella thirunangaikkum ketta peru?
None-of-the-above,Antha Akka manasukku ku hit the like 💖💖💓
None-of-the-above,swetha k Unakkum ethaachum sollira poren moodtu poiru welakkenna
None-of-the-above,Nengalum start panniteingala pa part2 velangidum po patthuttu subscribe pannalamnu Parttha. AANA ne part2sonnapathiy😏
None-of-the-above,Muttal people ku ide pathi ebdida tedium poor india
Transphobic-derogation,Iva anaa allathu pennna or shemale???
None-of-the-above,U r so cute
None-of-the-above,Walla valamudan pro
None-of-the-above,Bro nalla concept bro nalla try pannirukinga and sprb acting bro concept kaga salute bro
None-of-the-above,I love you❤ akka
None-of-the-above,@Ayy Ar  aiyo vekkama dear. Itellam personala pesanum.ungala ninachi ippa  ellam na romba kai adikka arambiccitten my boy. Appadi oru love unga mela....sappitingala.
Hope-Speech,Antha manasu tha sir kadavul
Hope-Speech,Unmai pengalin manadhai vinjiya thirunangai dheivam Anna
None-of-the-above,Sentimenta aitan bro
None-of-the-above,I am Chennai avdai nemilchery
None-of-the-above,Sema Nanba..❤️ First time unga video va sirikaama paaka vachirukinga..😢Hats off to ur acting naa🔥 keep rocking Nanbaa🎉
None-of-the-above,Nanba super .akka love you
None-of-the-above,Worst rreb dey
None-of-the-above,Verum katrina ne podlame😏😏
None-of-the-above,Akka periya manasu
None-of-the-above,Andha manasu than sir kadavul❤️
None-of-the-above,Anna vara level annna supper Anna💥💥💥💥💥💥💥🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺
None-of-the-above,Bro....Nenga nalla varanum bro❤️🖤
None-of-the-above,Unga number pls
None-of-the-above,Super iruku bro
None-of-the-above,@Dhana Pal  lol savage 😂😂😂
None-of-the-above,Avangalin kastatha apdiye kaatinga bro...big clap bro....lv u bro...🤗🤗🤗
None-of-the-above,Excellent answers ❤️
None-of-the-above,Unga mela athiga mariyatha varuthu akka....❤️❤️❤️
None-of-the-above,Dont mention gender 🙄 pls
None-of-the-above,Voice mattum Dan ya oru madri irku mathabadi.. Samaya irukinga ka sama azhagu ka neenga
None-of-the-above,dai yaruda avan kanama paiyaa nana ds
None-of-the-above,Super akka 🙏🙏🙏🙏
Homophobic-Threatening,"Unnaium,un ammavaium home la adaichi sagadikanum sappadu podamalea"
Hope-Speech,Really they r so grt....I'm a nurse na student ta erukurappo a transgender sister Ku both legs operation panni 1 day tha aaguthu....but ennodaya practical exam kaaga.. mudiyama nadainthu afterall marks kaga avaingga life ye ennaga panayam vechaingga....ennala maraka mudiyatha naal athu ....🥰
None-of-the-above,Vere level bro
None-of-the-above,@prashanth sha  adhai ningal dhan kuravendu
Transphobic-derogation,Un pundaiya mudinu eru theavidiya nanga picha yeadukum nee yanna panra kuthiya katti sambarikura athuku pichayea paravala theavidiya
None-of-the-above,Interviewer pavam. Nalla questions kekararu ivan kena paya mari answer panra
None-of-the-above,Samy endru sonna kuralil dhaan nan samiyai kandaan
None-of-the-above,"Kannukku therintha kadavul,🙏🙏🙏"
None-of-the-above,Hi Karthik sister akka
None-of-the-above,Gay telegram link pls
None-of-the-above,pls add e sub
None-of-the-above,Un life podhu ma.....
None-of-the-above,Unga. Number. Venum
None-of-the-above,Romba alagu akkka
Homophobic-derogation,indha nai ku.......veara....veala.....illa indha character ampalaya...pompalaya ney tereyala....taan peasuradu tappanadu nu kuda tereyama...loosu matre peasiki2 irukudhu naiii naiii😡😡😡😡😡
None-of-the-above,Akka nee great akka
None-of-the-above,Very nice sister
None-of-the-above,Naadu yenge azhildu tambiiii
None-of-the-above,Nice movie Anna
None-of-the-above,Ashiq u r great
None-of-the-above,Mattu kariya paththi ne yena mairru peasarthu sunni
None-of-the-above,Super Vera level bro acting
None-of-the-above,Vera level bro
None-of-the-above,Saththiyama alundhutan bro onekage adunage paru angke nikkiragaya respect 🙏❤️❤️❤️❤️❤️thale vere level  nanba
Homophobic-derogation,Ethala oru polappa.theruyula pora naikooda rode pannathu manusagatha ayooo
Counter-speech,"swetha k seri nenga sollunga ya life na enna va ah . Summa antha ponnu mariyae puriyama kelvi ketutu. First homosexuality epdi vanthuthu athu enna change, physical or mental  nu yella paduchutu vanga. Apram peslam . Already paduchum ipdi pesna nenga seriya padikala nu artham."
Homophobic-derogation,Andha asingathula michamum echamum ningala kuda irukalam Illa...
None-of-the-above,Thala yappo part 2 release pandringha
Hope-Speech,Antha manasu thaan sir kadavul
None-of-the-above,oruthana அடிச்சு kolradhavida kalaachara seerkedu என்ன Irukkapodhu
None-of-the-above,Dei azuhva vittingha da😭.; Idhu prank eh illa
Transphobic-derogation,Nee Aanaa pennaaa?
None-of-the-above,"swetha k maybe unnaku than paithiyam,idupelumbu pennuku Thane age ana perusagum.anuku agathey.nee lemon vangai thalaila thei.oru velai theliyalam."
Hope-Speech,I'm transmen...enaku purium ....akka....onga kastam.....😭😭😭
None-of-the-above,Raja Lakshmi edhuku ean kasulam pova va
None-of-the-above,@R Ramya  hi ramya...r u lesbian
None-of-the-above,Enaku pidikatha prank channel ethu thaan
None-of-the-above,Congrates vera level video thirunangaiku salute
None-of-the-above,Yelayin  sirippil iraivanai kanbom nanba ❣❣
None-of-the-above,Ivanga girl la boy ya. Illa lesbian woman??
None-of-the-above,Hands up bro👏👏👏👏👏
None-of-the-above,I love u ; 😘😘😘i want u💏💏💏 i like;  u very much💖💖💖💘💘💘
Transphobic-derogation,First bus stand la 9 kaithatti paisa keka kudathunu oru rules kondu varanum oruthara appadi pesuraga people vedikai parkuthu intha thirunagai mela irukkura mariyathaiye pooche
None-of-the-above,Ivana night Nungambakkam road la paathuruken.
Hope-Speech,Akka neenga kadavul akka
None-of-the-above,Kudu eppo enna
None-of-the-above,Haaaaaaaa Haaaaaaaa 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂🤣😂😂😂😂😂
Homophobic-derogation,NAALIKU  IVANGA  KOLAI  PANNURATHAIUM  SARINU  PESU  VANNGA.....
Homophobic-derogation,@Kadhayalla Nijam  thaa gay Punda Apo ne confirm gay tha
Homophobic-Threatening,"Comments lam podalam , onna onu mattum pannanum thoonuthu kaarrri thupuna pola iruku ...."
None-of-the-above,Super bro bat kastte patra vengallukoo halpe panna marathu rathingaa OK good luck
None-of-the-above,Best actress bro
None-of-the-above,Ellam poi nampathiga
None-of-the-above,@Ranjani Ranju  ungga amma unna oruthanuku peathu eruntha eppadi peasa matta yathana sunni thanniyo yaruku thearium da theavidiya paiya un number kududa badea
None-of-the-above,Pooo dd loosuuu over pesathaa but CRT pesuu try pannuuu
None-of-the-above,Nalla pechchi nice
Hope-Speech,Antha akka nalla manasukku eppavum santhosama irukkanum
None-of-the-above,School prank panunga bro
None-of-the-above,Bro unmaiyava therika viturukiga
None-of-the-above,"Akka, neenga romba great akka🙏🙏🙏👍"
None-of-the-above,Ninga enna work bannuringa
None-of-the-above,Summa therikka viteanga👌👌👌
None-of-the-above,@Mr Tomboy  ada nee vera ena maaa... Avanayum thittura... Avana thititu iruka enayum thitura? I always support malini... Enaku adhu thapaa therila.. so naan visham kudikura avasiyam ila...
None-of-the-above,Vera level 🥰😍
None-of-the-above,Hello bro niraya videos upload podukanga please
Hope-Speech,Avanga manidhan illa kadavul nu nirubichittanga bro 🥰🥰🥰🙂 indha samudhayam avanga maadhiri rukavangala othikkida Koodathu bro heart teaching video
Homophobic-derogation,"enaku oru kelvi ,athaigam arivu padaitha ulakam therunja arivu jeevikal , nenga atharikara intha visiyathuku unga ammavo appavavo appati irunthiruntha ippa petitu iruka mantinga madam...nenga upgrade pantra melai nattu kalasaram, ungalai mattum malla oru samukathaiye alikarathu..."
None-of-the-above,Rmba mokkkaya poguthu pa
Counter-speech,Chumma Avana ne Avana ne keaka thiga bro nammaku erukura Mari augallukum oruvitha onarchi auga Eanna seaivaga chumma othiki vaikathiga please augallum nammaku veannum
None-of-the-above,James pothitu poo ne kadha vidatha ne bayapadara alavuku onum thivara vathi illa avangalum onamai oru mandhan enam ...
None-of-the-above,munnorgal decision sari ilanu solriya.... Appo dress illama Po.... nalla irukkum...
None-of-the-above,Otha rosa ponna nalla valurthirka ma
Counter-speech,Avoid negative cmds !. Namba vazkai namba kai tha iruku !!!.....
None-of-the-above,9: 20 vara lavel amma niga unga kal la viludhu aasirvadhem vanganum
None-of-the-above,Iyyo alatha saamy yen saamy ipdi panra.. unaku ammavum appavum ah na irupen... ❤️❤️❤️❤️❤️ Love you akka
Counter-speech,Patha kannirr varuthu yallam eiraivan padaippu yaraiyum yarum Kura solla onum illa all r equal Vera level pathivuuu
None-of-the-above,Ithu laam train la saatharanam. Naan laam thoongura maari act panniduven
None-of-the-above,Akka speech romba piduchrukku.
None-of-the-above,Nee soldrathu ellam poi da
None-of-the-above,Video vera leve veritanam irundhchu nanba 🔥🔥🔥🔥 Yenaku personally romba pedechuruku
None-of-the-above,Sathiyama Vera level bro👌👍
Homophobic-derogation,inum konjal ponah family kuliya sex panlanu soluvangah polah..............................
None-of-the-above,Part 2 yappavaru👼
None-of-the-above,Anyone during September 2020
None-of-the-above,Yenga Da kAATAVE illa
None-of-the-above,"@Ayy Ar  sappidingala bro,job la  irukkingala?"
None-of-the-above,"Please,do it Abdul"
Hope-Speech,enna amma oda pudavaiya yevlo nesikarano ava pudavaiyum avlo nesikuran'' ''oru manithan udalukul nuzhaithaal ozhiya avanai patri purinthukolla mudiyathu'' Arumaiyana Varthaigal Malini..
None-of-the-above,Police pudichikudukano chi
None-of-the-above,Part -2 ku waiting
None-of-the-above,U r rit
None-of-the-above,Interview edukura neethan da transgender maari pesura
Counter-speech,Transgender ellarum namaku amma akka  than bro. Nama transgender oru human ninachi yethukita pothum
Counter-speech,Suresh Matthew ithu iyarkai tha.. mirugangalum ipdi iruku.. mathavanga unarchikum urimaikum suthanthiram kodukanum
None-of-the-above,Eppa bro varum
None-of-the-above,Interview eduppavar vaazhga. Vellai manam konda neevir valarha......
None-of-the-above,Amma super 🙏
None-of-the-above,Unaku iruka pidikalana thokila thongidu
None-of-the-above,chandra lekha kadavule ...ivala tsunamila thuklaye...next floodla iva thukiru god please..kosu tholla thangala
None-of-the-above,Kalacharam enna solhirathu ?
None-of-the-above,I'm working in AFRICA
None-of-the-above,😍❤️Omg you're pretty
None-of-the-above,"🤣🤣🤣🤣🤣🤣 idhu over scene ha iruke, bus la handbag adikura madhiri irukan avanuku poitu ponunga propose panangalam fb la 🤣🤣🤣😂"
None-of-the-above,Aathadi 😮; Ivangala pathale payama irrukku .; 🙄
Hope-Speech,Super anbe sivam
None-of-the-above,Ithu oru loosu koothiya ille poola
None-of-the-above,@MaHeSh BrAvE  enga bro nenga nan colombo srilanka
None-of-the-above,Boyo mic pocket la irrukum
None-of-the-above,Caption is true ?!?! ; ; Doesn’t look like transgender. Any typo ?!
None-of-the-above,Bros please ithu pola prank avangala kasta paduthum
None-of-the-above,Eddi thevidiya unna evaan do sendinaan
None-of-the-above,"@Ayy Ar  OK semma dear, sappittacca.unga message gukku wait pannikittu irunten. Now i am ,taniya paduttukittu semma Modula padam partukittu irukken dear. Ungalai ninaiccikitte."
None-of-the-above,Sirikka mattum vaitha prank sinthikka vaithathu👌🤝
Homophobic-Threatening,Unmai homosex seiravargal saavanum
None-of-the-above,Ena 10 ruba vachu bless pana 10 naalla vela kedaikuma...apo  2000 ruba vachu bless paniruntha  inumvara bus stand la tha ukanthurupenga pola..
None-of-the-above,Ala vachitiyae nanba 😓😭😭😭💔
None-of-the-above,Thank you 🥰
None-of-the-above,"Nalla oru velipunarvu bro, finishing ean podala."
Counter-speech,10:3 is always gay va solla kudathu ; Partner than uyir nu erukura gay boys erukanga
Counter-speech,dear friends ungalla sila per kamatha pathidan pesureenga adu nam palagum vidathil ulladu oru aan matrum innoru aan palagum podu unmaina natpunu ninachu avanoda ennangala solran ada thavara purinchukitu naama vilahi porom but avanudaya unarvuku mariyadai kudukanum puriuda
None-of-the-above,dei pacha nayagala indha madhiri gays porakama irukanuna nenga kalyanam pani baby pethukuradha niruthungada echa pasangala. oru gay ah poradha adhu ena da thappa. solunga da. idha edhirkiravan elam     kandipa oru science padikad; ha echaya dhan irupan.avana mothala poi history ah padika solu. they are also have feeling right.
None-of-the-above,Athu  Hats Muregesa 🤦🏽‍♂️
None-of-the-above,Ji super ji semma
None-of-the-above,@Sakthivel Sakthi  Hm you
None-of-the-above,Chiii tn la ivlo paithiyam iruka😔😔😔
Homophobic-derogation,Nasama pogum naduuu
None-of-the-above,Semma nadippu namba..; Keep going ..; All the best..; Frm malaysia INDIAN
None-of-the-above,Vishwa Hanu nan loose ve irunthuttu poren enaku kavalai illa... ena pesurathunu theriyama pesura paru... oru kelvi nan unna asinga thittina ne chumma irupiya
None-of-the-above,Semma prank pa
None-of-the-above,Nice akka super
None-of-the-above,Muiram palinam savain maru urvam uialali vanguran
Counter-speech,Bala kumar naanlam periya pudungi illa ok .konjam descentah pesunga first. futurela Enna problem varumnu sollunga .sollamudiathu becoz .adhavida nariya problem Inga iruku .idhula avangaladhu avangaladhu Ishta PADI vazhatum .so yarum avangaladhu valkaiya vazhakudathu apdithaney .even enakum pudikadhu than kekavey asingama iruku because naan valra Edam apdi.nxt generation life unarndhu valatumey .same sex marriage just thaney law vanthruku mathapadi avangaladhu aduthavangala disturb panra madhiri innum permission kudukalala.fst idhanala ungaluku Enna prblmnu sollunga .
None-of-the-above,Spr broo .. 😍😍 aana idhu prank illa motivation maari dhan irukku 💯 nalla irundhachi bro 👍👍 ungalukaga andha akka dance panadhu dhan highlight na kida adhu varikkum summa dhan pathan avanga dance pana udane andha dialoge ketadhum udane like pannitan 😍💯 all the best ❣️❣️
Homophobic-derogation,SUPERSTAR VIJAY daii unna unga amma eppadi petha paiyanava ponnava silly 9
None-of-the-above,@little princess  😭😭
Hope-Speech,@Anand Kumar Rajagopalan  hi Anand hw ugod bless you💘✨💜⭐💜
None-of-the-above,Love u da .your voice sweet
None-of-the-above,Pradeep dei mundame!! yaaru paithiyum..ulla Vanthu pesitu overa pesatha..ponnunga na ne ninaikura maathiri mudituerukum nu ninaika..konjam strong aana paithiyum nu sollava..po da dei..
None-of-the-above,Anna unga acting pathu crying varudhu....
None-of-the-above,gotha pundaila 5 vaigaai poolu pogumamaedaa apdiya
None-of-the-above,hahaha..ne epo public pathi pesuriya da punda 😂😂 chance kadaikum pothu number keykura😂😂
None-of-the-above,5:41 vera level bro
None-of-the-above,Bro.  Epadi bro.  Semma bro.  Good acting
Counter-speech,"Nalla thiru nangaigalum ullanar enpathai purinthu konden nantri, anal oru varutham kadaisiyil vantha sila vinadigal mattume ennaventral ezhai makalukku anaivarum uthava vendum🎁 anaal athai video eduthu podanumnu avasiyam illaye😭"
None-of-the-above,Podunga da anna ku like ah✨👍😍
None-of-the-above,Ivalaaa laaa oru allu mairunu interview veraa yedukathengaa daaa ...
None-of-the-above,Super spich sister
None-of-the-above,HANDS OFF BROS
None-of-the-above,appo kuda avangaluku arivu varathu
None-of-the-above,Ninga apd enna sir kalaacharatha kaapaathi kiluchuttinga.. ethanayo kalaachara seeralivu nadakkudhu adha kekka vakkilla vantinga idha kekka
Homophobic-derogation,podi porambokku unakku penkkuriya udambu illandrathala ippadi pesura unga appan unga ammava kalyanam pannam irundha nee ella ippadi pesamatta chee naaya nee ella nalla irukka maata podi anje paisa moonju
None-of-the-above,Semma bro vera level
Counter-speech,Ivangala Vida theliva yaaraalayum clear explanation kudukka midiyaadhu. Oruthan innoruthana adichu kolran. Idha Vida seer kedu enna irukka pogudhu???? Fantastic answer. Ivangala thappa pesura ayogya naaigale.. nimmadhiya vaazha vendiya vayasula vetti kolla padraangale.. adhu enna kalaachaaram nalla irukka panreengala da??? First aduthavangala nimmadhiya vaazha vidunga da. Apram Ella mayirayum pathi pesalam. Ivanga sonna Maari indha naatla pengala rape panravan la hetro sexual than not homosexual. Sila naaiga pengal kitta thavara nadandhutu inga vandhu vyaaakaanam pesuraanunga. Mathavangaloda unarvugalukku madhippu kudunga. Don't be judgemental.
None-of-the-above,Unmaila nalla manam
None-of-the-above,I need a companion
None-of-the-above,anaththu makkalum itharkku ethirppu kodungal
None-of-the-above,Ungalku thirunangai kolandhaya porandha enna panuvinga?
None-of-the-above,"Neega pandradhu correct,super, Aiyo exalent, podhuma keep it up. Nalla varanum"
None-of-the-above,Neenga smill banni pesarenga ullukullaa nerayaa valli erukku
None-of-the-above,Super yaaa bloopers yelathukkum videola potunga
None-of-the-above,Semmaiya sonninga bro
None-of-the-above,@maari naan unga kuda thappa pesuvenonu nenakathiga...ungala naan mamanu kuppida reason naan    ; Unga Mela oru periya mariyatha vachchi irukuradutha sooooo plzzzzzzzzzzz ennoda number ku pesuga thanks.....iduku oru reply pannuga Mam's.....🙁🙁
None-of-the-above,Sema gandu aagiduven transgender ah kevalapaduthina meera mithun oru vera ragam atha transgender oda compare pani transgender ah kevalapaduthathingha 😂😂😂😂😂
None-of-the-above,Erode person dhan ivuga ellarum
Counter-speech,We'll come Tamizha na one question keakura Adam Eval God creat pannunaru God nenachurundha andha fruit ah sapdaama irukka vechu irundhurukalam but God adha pannala because it's gods plan adhe maari God nenachurundha homosexual persons ah create pannama irundhurukalam but apdi pandratunna that is a plan so idhu thappu idhu crt nu sollama edhu nadakkutho adhoda pokulaye  vidunga plss. Neenga support pannalenna ok but avangala hurt pannathinga appo homosexual feeling irukkuravanga naatla irukkave koodatha bible sonna ella roles ah um follow panni muduchutingala neenga hummm. ..
None-of-the-above,@Shesa Shesatri  sari nee mooditu po..una yarum kekala
None-of-the-above,@Gpmuthu Official  ennachu bro
Homophobic-derogation,Next animal s kum humansum marriage feeling s slluvaga 😂😂thevidiya bt group z
None-of-the-above,Looks like nayan
None-of-the-above,Vilundhu vilundhu sirichu dhan prank pathu iruken.. Emotional ah irundha prank idudan
None-of-the-above,Goosebumps eh vanthuchi😧😧😧
None-of-the-above,Super  bro
None-of-the-above,@Tamil Medium Pasanga   ok bro I am waiting
Homophobic-derogation,Appo thappu illana ni oru naikittayo illa pannikkittayo sex vachikko
None-of-the-above,❤super bro ❤
None-of-the-above,Ninga paka thirunangai mariyeilla ponnumarithan irukanga ninga ponnunu solliye onga joba maintain panniruklam
None-of-the-above,Praveen kumar apdiya....
None-of-the-above,"Scene podama,build-up  pannalama,normal ah  pesuma....."
Counter-speech,Yenda nee un bedroom la velaku pudichi katuva pola ellarukum vaanga nana yokiya pundanu. Otha aduthavandha ommbaraethe polapa pochila. Pooda dei 2.5 vayasu kuladhya karpalaikara Kama koduranga pandradha vida idu kevalam illda
None-of-the-above,V HeArtS i didn't get u
None-of-the-above,@Prince Vegeta  adhu pinnaale paatthuppom....apdi athule enakku athaachum pracchanai naa aprom neengge sonnathe aetthukkuren; Saringgalaa sir
None-of-the-above,i love you 😌❣️akka
None-of-the-above,Dinu T. I love u
None-of-the-above,@Chris Tina  dhenks
None-of-the-above,Ethuva Nala Ella part 2 varaya poda daii
Counter-speech,"Naanu, ennoda husband uh thirunaggaigalaa erukka sagodharigalukku Respect pannuvo yengalaala Muduja help pannuvo avagalukku,,,,,,, mudujalavu thirunaggai sagodharigalai Respect pannuga please 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷💮"
None-of-the-above,Roamba kastam thaan vazhakkai
None-of-the-above,Naa feel la ayetan bro neenga nalla pandrenga super 💖💕💯👌
None-of-the-above,So swt...... andha akka....🤩🤩
None-of-the-above,Vera level bro yaarum intha maari panathilla😍😍😍😘😘😘😘🥰🥰🥰🥰
Counter-speech,Ennanu prank panna poringa avangalavachi pavam.edachum tease pannidaporinga...adhu pavam
None-of-the-above,Great talk.....bravo() no negative comments.....
None-of-the-above,@INÂV  👍I called u miss. i didn't call u mistress!!!
Homophobic-derogation,Kandipa itha accept pana kudathu.western agree pandrangana athu avunga culture ku acceptable but namba culture affect pana kudatha
None-of-the-above,@Mani Shankar Iyer  really nambra maari ye illa.... But padam vera level feel
Homophobic-Threatening,Thirppu sonna Charja Seruppala adikkanum
Counter-speech,@Kavi Nila  ok ok Ellarayum samama nanaikinum mathikanum appatha avangalum nalla irupanga
None-of-the-above,Avangalukku aal erukkanga
None-of-the-above,Thanks  dude laptop problem dude tomorrow  i I'll upload  videos
None-of-the-above,Yedhukkuda ipdii pandringa.. Prank ingra perla
