category,text
Homophobic-derogation,Nagarjun Rajeshwaran  சப்ப நாயே. உனக்கு ஒண்ணும் இல்லை தெரியும். போய் எவனாயவது ஊ........பு
None-of-the-above,life experience  என் அனுபவத்தை வீடியோவாக போட முடியுமா
Hope-Speech,நீங்களும் தேவனுடை சாயலே. தைரியமாய் நில்லுங்கள்
None-of-the-above,Durai G  நீங்க எந்த ஊர்
Homophobic-derogation,உன் உரிமையில் யாரும் தலையிடவில்லை.கட்டுப்பாடு வேண்டுமென்கிறது இனம் மற்றும் நாட்டுக்கலாச்சாரம் பாலியல் வேண்டுமென்று தாய்யுடன் மகனும் மகளுடன் தகப்பனும் உறவுவைத்துக்கொள்ள முடியுமா.இயற்க்கை உன் இச்சைக்கு துணை ஒன்றை கொடுத்துள்ளது அதை கடைப்பிடித்து வாழ்வது சுய சிந்தனை உள்ளவனின் வாழ்வு.உன் சிந்தனை பிரேக்யில்லா வாகணம் மாதிரி பிரேக் என்பது தான் கட்டுப்பாடு
Counter-speech,LGBT தவறான வழியில் சென்றால் மட்டும் தான் தவறு...மற்றபடி இது வரவேற்கத்தக்க விஷயம்
None-of-the-above,Nishanthini Krishnamoorthy  உங்களால் தான் நாடு வல்லரசாக மாட்டேங்குது பிச்சை எடுப்பதை குலத் தொழிலாக வைத்திருக்கிறீர்கள் உங்களை நீங்கள் மாற்றிக் கொள்ளுங்கள் உங்கள் மீது மரியாதை தானாக வரும்
None-of-the-above,இப்படி சொல்லிட்டு நீயே திருநங்கையே  அசிங்கம் படுத்துறே
Transphobic-derogation,சும்மா அவுத்து விடுது ரோட்ல போற வர்ரவங்கள விசில் அடிச்சு மந்த காச பார்வை பார்த்து தேவை பட்டா முந்தானைய வெலக்கி கெட்ட வார்த்தை பேசி கூப்பிடுறது இவனுங்கதான் இது சத்தியம் மிகையான வார்த்தை அல்ல bro's மக்களின் பரிதாபத்தை அள்ள இது போன்ற உத்தம பத்தினி வேஷம் சே
Homophobic-derogation,ஓரின gay lesbian சேர்க்கை தவறானது தான் ஓரின gay lesbian சேர்க்கை சரியானது என்பவர்கள் தவறானவர்களே; 5 அறிவு உயிரி கூட அதன் துணை அறிந்து சேரும்
None-of-the-above,இயற்கையின் ஒட்டு மொத்த குத்தகைதாரரா நீங்கள் அரை வேக்காடு பசங்களா
None-of-the-above,இவர்கள் திருநங்கை அல்ல துரோகிகள்
None-of-the-above,மாஸ் தலைவா ur great bro
None-of-the-above,RAJKUMAR C  ; சரி தேவன் உங்களை ஆசிர்வதிக்கட்டும் இயேசுநாதர் பெயரில் ஆமென்.
None-of-the-above,"4 hour ல்..1,25,999..பேர் பார்த்துள்ளனர்...21k like செய்துள்ளனர்.; இது இல்லைவா தமிழனின் உலக சாதனை.; வாழ்த்து..சகோ; ;  நல் ல மனம் உள்ளவர்களே என்றும் உயர்ந்தவர்கள் என்று சொல்லி...; ஒரு நிமிஷம்...மெய்சிலிர்க்க வெச்சிட்ட்டீங்க...bro; எல்லாம் வல்ல இறைவன்..உங்களுக்கு என்றும் குன்றா ஆரோக்கியத்தை..குறைவில்லா செல்வதையும்... தீர்க்காயுசையும்...வழங்கி அருள் புரிவானாக...."
None-of-the-above,என்னால அழுகையே கண்ட்ரோல் பண்ணமுடியல bro heart breaking moment 💔🙏🙏🙏இப்போவே 100 பேருக்கு share பன்ற
Homophobic-derogation,அட நாயே இதுல்லாம் ஓரு தீர்பு ஆணும் பெண்ணும் தான்டா உலகம் நீங்க லாம் எங்க இருந்துடா வரீங்க இதே காரெட் சொல்ற சில நாதாரிகள்
Homophobic-derogation,உன்னோட அப்பா அம்மா அப்படி இருந்திருந்தா நீ எல்லாம் பொறந்து இப்படி பேசி இருக்க மாட்ட
None-of-the-above,"இதற்கு தலைவன் rss சங்கிகள்; ; Godse , savarkar"
Homophobic-derogation,இத ஆதரித்து பேசுரவங்க எல்லாம் ஒரிணசேர்க்கையாளர்கள் தான்..
None-of-the-above,உன் மண்டையில மூலை நிறையா இருக்குப்பா
Counter-speech,யாரோடு யார் என்பது சொந்த விருப்பம் என்பது தான் ஜட்ஜ் மெண்ட். ஜாதி மறினாவே  மரணதண்டனை கொடுக்கும் ஜாதி வியாபாரிகள் இதை ஏற்க மாட்டார்கள்.
Homophobic-derogation,மாலினி உண்ட ஒரு கேள்வி. உணர்வுகள் அடிப்படையிலான பார்வைல அவரவர் கோணத்தில்  சுய தேர்வு என்னவோ அதுதான் நியாயமா படும். விருப்பப்படி வாழுறது கு பெயர் சுதந்திரம் இல்லை தோழி அது முறையற்ற வாழ்க்கை முட்டால் தனம். உனக்கு உன் உணர்வு முக்கியம் என்பது போல் வேறு ஒருவன் தன் தாய் தன் மீது அன்பு செலுத்துகிறார் அவரைப்போல் அன்பு செலுத்த வேற யாரும் இல்லை என்று நினைக்கிறான் என்று வைப்போம் அவன் அவன் வாழ்கையை அவன் தாயோடு வாழ ( மன்னிக்கவும்) விரும்புகிறான் என்றால் அதை அவனுக்கு பிடிச்சதா அவன் செய்ரான் இதுல என்ன தவறு ன்னு சொல்ல முடியுமா அது மா பாவம் இல்லையா. பிடிசவங்க கூட லாம் வாழ முடியாது எல்லாரையும் பிடிக்கும் நேசிப்போம் ஆனால் இணைந்து வாழ்வது என்பது ஒரு ஆணும் ஒரு பெண்ணும் முறைப்படுத்த பட்ட வழியில் வாழ்வது தான்......; இவ்வளவு அறிவா பேசுற நீ சிந்தித்து பார். தேனை விட விசம் பார்பதற்கு அழகாக தோன்றும் என்பதால் மனம் தரும் குடிக்கலாம் என்று அங்கு அறிவு பேசவேண்டும் குடித்தால் இறந்து விடுவாய் என்று....நன்றி
Homophobic-Threatening,"ஒருவன் பெண்ணோடே சம்யோகம் பண்ணுகிறதுபோல ஆணோடே சம்யோகம்பண்ணினால், அருவருப்பான காரியம் செய்த அவ்விருவரும் கொலைசெய்யப்படக்கடவர்கள், அவர்கள் இரத்தப்பழி அவர்கள்மேல் இருப்பதாக.; ; லேவியராகமம் 20:13"
Hope-Speech,எல்லோரும் மனிதன்  தான்; வாழ்த்துகள் 🎊 தம்பி;  அந்த திருநங்கை வாழ்க வளமுடன்
Homophobic-derogation,அசிங்கமா இல்ல HIV பரவ 377 நீக்கம் பெரியளவில் உதவும் உலகில் நரகத்தை கானமுடியும் இறைவனின் சாபத்துக்கு உள்ளாக்கும் தீர்ப்பு வழங்கிய நீதிபதி ஓரினசேர்க்கையாளனாக இருப்பன்போல ஒழுக்கம் கெட்ட ராஸ்கள்
None-of-the-above,கண் கலங்கி விட்டது.........
Homophobic-derogation,"தூ கருமம். மிருகங்களில் ஆண்,ஆணை- பெண் பெண்ணை  புணருவதில்லை, சோடி போட்டு சுற்றுவதில்லை. அதே போல மிருகங்களில் திரு நங்கைகளோ, திரு நங்கங்களோ இல்லை. அப்படி இருக்க இயற்கையை மீறிய தீர்ப்பு. வழங்கிய  நீதிபதிகளை  செருப்பால் அடிக்க வேண்டும்"
None-of-the-above,நீங்க பெண் மாறி தான் இருக்கீங்க..... அழகா தான் இருக்கீங்க
Counter-speech,"ஒரினாச்சேர்க்கையில் ஒரு லாபம் இருக்கிறது ...எங்கும் குப்பைதொட்டிகளில் குழந்தைகள் வீசப்படுவது குறையும் பெண்சிசு , ஆண் சிசு கொலைகள் இருக்காது குழந்தைகள்அனாதை ஆசிராமாம் என்று ஒன்று இருக்காது ...ஏனேன்றால் இவர்களை போல் காதல் வயப்பாடும் சிலரின் அதர்வு இருக்கும் மற்ற குழந்தைகளுக்கு...வாழ்க lesbin வளர்கா guys ..."
None-of-the-above,அக்கா மனசு ரொம்ப அழகு ❤️
None-of-the-above,"LGBTQ (லெஸ்பியன், கே, இருபால், திருநங்கை  மற்றும் வினோதமான இல்லைது கேள்வி கேட்பது)."
None-of-the-above,திருநங்கையோ; திருநம்பியோ; இவர்களை பிச்சை எடுக்கவிடுவது சமுதாய குற்றம்; அக்காலத்தில் அரசர்கள்; இவர்களுக்கு வேலை வாய்ப்பு கொடுத்தார்கள்; இவர்களை போலீஸ் வேலை கொடுக்கலாம்; திறமை மிக்கவர்கள்; அரசியல் பொருப்புகளை மந்திரி பதவி வரைகளை கொடுத்து சீர் படுத்த முடியும்; இவர்கள் லஞ்சம் வாங்க; மனமிருக்காது; வம்சம் பல காலம் உட்கார்ந்து கும்மாளம் போட; வழியே இல்லை. இவர்களில் ரவுடிகள் இல்லை; கடின உழைப்பில் தகுதி; மிகுதியாய் உள்ள உடல் வாகு குற்றங்கள் குறைவது திண்ணம்; சிந்திப்போம் நன்மை பெற; இயற்கை தண்டித்தாலும்; மனிதம் உள்ள நாங்கள் சீரான வாழ்க்கைக்கு உதவ சிந்திப்போம்
Homophobic-derogation,நாசமா அழிந்து போவதற்கான உச்சக்கட்ட வழி. தேவன் அருவருக்கும் மிகப்பெரிய பாவம். இப்படி தான் சோதோம் கொமோரா ல ஓரினசேர்க்கை செய்து மிதந்து கிட்டு இருந்தாங்க தேவன் அந்த நகரத்த மண்ணோட மண்ணாக்கினார். மறுபடியும் கொரோனா மாதிரி முடிவு  வராம இருக்க அதை சட்டம் பூர்வமாக தவறு னு சொல்லனும். சோதோம் கொமோரா அழிந்ததற்க்கான ஆதாரங்கள் பூமியில் இருக்கிறது.
Hope-Speech,செல்லமே நீ ஒரு பேரழகு தங்கம்
None-of-the-above,"Ha ha ha.... சூப்பர் ! மேற்கத்திய  உலகம் ...; அதைப்பற்றி கொஞ்சம்...; அமெரிக்க நிலப்பரப்பின் பூர்வக்குடி மக்களை அழிச்சிட்டு அமெரிக்கா கனடான்னும் ஆஸ்திலிய பூர்வகுடிமக்களை அழிச்சிட்டு ஆஸ்திரேலியான்னு ஏகப்பட்ட நிலப்பரப்பையும் பெட்ரோலிய; மார்க்கெட் , Medical drugs லிருந்து உரம் ,பூச்சிமருந்து,பால்பவுடர்,; சோப்பு,...Google ..Facebook ..ன்னு ..உலக வங்கி அவுங்க கைப்புள்ள ஐநா சபை..அப்புறம்; ஆயுதவியாபாரம்....இப்படி பணங்கொழுத்த நாட்டுல நடக்கிற காம கூத்துக்கள்; வெளிநாட்டு முதலீட்டாளர்கள்; மற்றும் உலக வங்கி கடனை நம்பி பொழப்பு நடத்துற நம்ம; நாட்டுக்கும் நம்ம பண்பாட்டுக்கும் ; ரொம்ப முக்கியம் - யோகி"
None-of-the-above,ganesh s Sakthi  திருச்சி நீ
Homophobic-derogation,காமத்தின் பிடியில் சிக்கி எதிர்பாலுடன் சேர முடியாதவர்கள் அல்லது வாய்ப்பு கிடைக்காதவர்கள் தங்கள் காமப்பசியைத் தீர்த்துக்கொள்வதற்காக ஓரினச்சேர்க்கையாளராக மாறுகிறார்கள்.இதற்கு மனம் காரணமல்ல மனதில் தோன்றும் காம எண்ணங்களே காரணம்.முடிந்தவரை காமத்திலிருந்து விலகியிருந்தால் நல்லது.
None-of-the-above,karthika srinivasan ; “மானம்” என்று நான் குறிப்பிட்டது; “ஒருவனுக்கு ஒருத்தி” என்ற தமிழ் மறையை.
None-of-the-above,இப்பல்லாம்  பொன்னுங்க கூட இப்படி இருக்கரதில்ல....
None-of-the-above,ஏழைகளுக்கு  நீங்கள் செய்யும் உணவு உதவியே மகாத்தானா பணி இது எல்லா நாளும் தொடர  ; எனது வாழ்த்துகள்
Homophobic-derogation,"நான் கொஞ்சம் நேரம் உன் பேச்ச கேட்டேன், என்னயவே அப்படி மாத்தி டிசைன் பன்னிடுவ நீ"
None-of-the-above,Srithar Sri  இதுல உணக்கு என் பிரச்சன
None-of-the-above,ப்ரோ.அவங்களும் திருநங்கைகள்.இவங்க.அவங்கள.வசூல்.பண்ண.விடமாட்டாங்க.அவங்கள பார்த்தா வேஷம்.போட்ட மாதிரியே.இருக்கு.சொல்லுங்க.ப்ரோ.இவங்க.கட்டப்பஞ்சாயத்து.பண்றாங்க உங்களுக்கு தெரியலையா?
None-of-the-above,"நான் ஸ்ரீலங்காவைச் சேர்ந்தவன். உங்கள் கதைகள் மிகவும் சுவாரஸ்யமானவை. நான் ஓரினச்சேர்க்கையில் ஆர்வமாக உள்ளேன், உன்னுடையதைக் கேட்கும்போது என் அனுபவத்தை நினைவில் கொள்கிறேன். நான் உன்னை ஸ்ரீ லங்காவில் சந்திக்க விரும்புகிறேன்"
Homophobic-derogation,"தூ கருமம். மிருகங்களில் ஆண்,ஆணை- பெண் பெண்ணை  புணருவதில்லை, சோடி போட்டு சுற்றுவதில்லை. அதே போல மிருகங்களில் திரு நங்கைகளோ, திரு நங்கங்களோ இல்லை. அப்படி இருக்க இயற்கையை மீறிய தீர்ப்பு. வழங்கிய  நீதிபதிகளை  செருப்பால் அடிக்க வேண்டும்"
None-of-the-above,Also andha word இனப்பெருக்கம் not இனைபெருக்கம்
None-of-the-above,Nishanthini Krishnamoorthy  நீ  எந்த இனம்  என்றே  தெரியவில்லையே  அதுக்கு  என்ன பண்ணலாம்  🤣🤣🤣🤣🤣😅😅😅😅
Homophobic-derogation,இதை நான் எதிற்கிறேன் இது  ஹராம் பல நோய் வினை ஏற்படுத்தும் தடை சேய்ய வேண்டிய ஒன்று ஓரினை சேர்க்கை மக்களின் பாதுகாப்புக்கு அச்சுறுத்தல் மீன்டும் தடை விதிக்க வேண்டும்
None-of-the-above,உங்கநம்பர்.வாட்சாப்.ந. குடுக்கலேமே
None-of-the-above,weird தமிழன்  என்னால internet இல்லாம வாழ முடியும். மொதல்ல இயற்கை சாராமல் ஒரு நிமிடம் உங்களால உயிரோட இருக்க முடியுமா....  மூச்சி திணறி சாகவேண்டியது தான்... இயற்கையோட internet comparing....
None-of-the-above,பூலூம்பி பிழைக்கும் ஜென்மங்கள்
Hope-Speech,அந்த அக்கா அன்பு தெய்வத்துக்கு  சமம் அனைவரும் கடவுள்தான் படைத்தான்...🙏🏽🙏🏽🙏🏽👑
None-of-the-above,இன்னும் வரலாறு வரல...உணர்‌வுனு  சொல்லி‌ மக்களினை மக்களுக்கு எதிராக‌ பிரித்தல்  ..உலக சுகாதார அமைப்பு சொல்வதை நான் ஏன்‌ ஏற்கனும்‌ ..அது உண்மை என எப்படி நம்ப முடியும்‌..முன்னோர்கள் ..மாதிரி இவங்களும் ..மனிதர்கள் தானே ..பணத்திற்காக செய்தது ஆகவும் இருக்கலாம் ..
None-of-the-above,தமிழகத்தின் சிங்கம் தன்மான தமிழன் கேப்டன் விஜயகாந்த் வேட்பாளர்கள் அனைவருக்கும் முரசு சின்னத்தில் வாக்களிக்குமாறு தாழ்மையுடன்கேட்டுக்கொள்கிறேன்   இவன் கேப்டன் தீவிர விஸ்வாசி  🙏🙏🙏
Counter-speech,திருநங்கைகளும் மனிதர்கள் தான்  ஆனால் இந்த சமுதாயம் அவர்களை  ஒதுக்கிக்கிறார்கள்  அவர்கள்  எல்லாம் நம் சகோதரி தாய் அவர்களை மதிக்க வேண்டும்
Homophobic-derogation,"Aravinthakrishnan: எதார்த்தமா உண்மை கருத்து தான் இல்லை என்று சொல்ல வில்லை ஆனால் இதன் பெருக்கத்தின் தாக்கத்தை எண்ணினால் தலைமுறை அழியும் வாய்ப்பு உள்ளது. ; ; தலைமுறையை உருவாக்குவது கடமை இல்லை தான் என் போன்ற ஆட்களுக்கு இயற்க்கை உணர்வதின் மூலம் மோட்சம் அடைவதை விட தலைமுறை முக்கியம் இல்லை. அதேபோல் தலைமுறை அழிவிற்கு காரணம் எது என்று பார்க்கும் போது ஓரினை சேர்க்கை மிகுதியாக இருந்தால் அது வேதனைக்குரியது தான்.; ; இன்று தனிமனித உரிமை மற்றும் பெண்ணியம் போன்ற உரிமை கோருதல் மூலம் ஒரு ஆணோ அல்லது பெண்ணோ ஒருவரை விட தான்தான் உரிமை மிக்கவன் என்று தனக்கு முக்கியத்துவம் தந்ததால் பல பிரச்சைனைகள் உருவாக்கிக்கொண்டுள்ளது. இன்று தனி மனித உரிமைக்கு குரல் தரும் பலர் மனிதத்திற்கு முக்கியத்துவம் தந்தாள் ஆணோ, பெண்ணோ, மிருகமா, திருநங்கையோ, ஓரினச்சேர்க்கையாளர்களோ சமுதாயத்தில் மதிப்பிழக்க வேண்டிய அவசியம் இருந்திருக்காது."
None-of-the-above,தாங்கள் சொல்வது எனக்கு புரியவில்லை தமிழில் சொன்னால் நலமாயிருக்கும்.நன்றி
None-of-the-above,இனம் இனத்தோடு தான் சேரும். நீ  ஒரு திருட்டு பையன் .அதுதான் நீ நல்ல திருநங்கைகளை மறுக்கிறாய்.
None-of-the-above,என்ன அழகு எத்தனை அழகு கோடிமலர் கொட்டிய அழகு.  சென்னிலா போன்ற அழகிகளை திருமணம் செய்து வீட்டில் வலம் வர செய்தால் போதும் மஹாலக்ஷ்மி வாசம் மனை எங்கும் வீசும்.
Hope-Speech,கவலைப்படாதே உன்ன கஷ்டப்படுத்னவங்களுக்கு கண்டிப்பாக திருநங்கைகள் தான் பிள்ளைகளாக பிறக்கும்...
None-of-the-above,அட பாவிங்களா ... நான் அந்த பையன் என்னம்மா நடிக்கிறான். வேற லெவல்....
Transphobic-derogation,Vijay Kumar  நீயும் 9 தானா
Homophobic-Threatening,சரி தவறு தான் ஒன்னு பன்னுங்க உன் சொந்தத்துல கண்டிப்பா ஓருத்தன் gay ya இருப்பான் அவன கொலை பன்னிடு சரி தவறு சரி ஆகிடும்
Homophobic-Threatening,உங்களில் உத்தமமானவர்கள் மட்டும் அவர்கள் மிது கல் எறியுங்கள் #for_those_so_called_cristians
None-of-the-above,இந்த செயல் உங்களை ...இன்னும் கேவலமா..பேசுவதற்கு ஒரு வழி
Homophobic-derogation,ஒரு ஆன் என்னை தொட்டால் எனக்கு எந்த வகையான உணர்வும் வராது அதிவே ஒரு பெண் தொட்டால் என் மனம் சிலிர்த்து விடும் அதுதான் இயற்கையின் நியதி புத்தி கெட்ட மனிதனை தவிர வெரு எந்த உயிரினமும் தன் துணையாக சக இனத்தை துனை கொண்டதில்லை  இது ஒருவகை மன நோய் சுருங்க சொன்னால்  பைதியகார கூட்டம் வெரு என்ன சொல்ல
None-of-the-above,100% ✔️ நாங்கள் நண்பனிடம் எல்லா வகை சுகங்கலையும் அனுபவிக்கலாம்.அது மனைவியிடம் முடியாத ஒன்றாகும்.அருமை நண்பா.
Homophobic-derogation,😱😱😱அப்படி நடக்காதுனு சொல்லமுடியாது...; நடந்தால் உலகம் அழிவை நோக்கி வேகமா போகுது!👹👹
None-of-the-above,செம படம். என்னோட லைப் லா நடக்குறது படமா பார்க்குறேன்
None-of-the-above,மதன் திராவிடம்ன்ன என்ன. திராவிடம். தமிழ்தேசியத்தில் இருந்தது எவ்வாறு படுகிறது. சில கட்சி திராவிடக்கெள்கை பின்பற்றுகின்றது . சில கட்சிகள்     தமிழ் தமிழ்தேசியத்னம் பின்பற்றுகின்றது  எனவே இதில் உள்ள வேறுபாடுகளை கூறுங்கள்.
None-of-the-above,திருநங்கை க்கு இருக்கும் நல்ல மனம்... இந்த பெண்களுக்கு இல்லை.
Homophobic-derogation,பண்றது டிச்சிங் டிச்சிங். இதுல நியாய மயிறு வேற போடி ஏலியன் மண்டை.
None-of-the-above,ஒவ்வோறு விதமாக யோசிப்பதும் அவன் அவன் மனதை பொறுத்து
None-of-the-above,ஒழுக்க நெறி ஒன்னும் இல்லை சொல்லது இந்த பொண்ணு. .
Homophobic-derogation,அடேய்.... வாந்தி வருதுடா....தூ....
None-of-the-above,karthika srinivasan ; நீங்கள் சாரமற்ற வார்த்தை சண்டைக்கு தளம் அமைக்கின்றிர்கள் சகோதரி. ; சாரமுள்ள கருத்துக்களை பதிவிடுங்கள் ஆரோக்கியத்துடன் உரையாடுவோம்.
None-of-the-above,நகராட்சி நான் லவ் பண்றேன் ஆனா நான் மதுரைல இருக்கேன் போன் நம்பர் தரவா
Transphobic-derogation,இவா ஆம்பளயா?பொம்பளயா? மொ..யையே காணோம்?
None-of-the-above,நீங்கள்  எங்களுடைய    அம்மை அப்பன்   அர்த்தநாரீஸ்வரர்  உங்களுடை   பதிவு  அருமை
Hope-Speech,தேவர் மகன் வசனம் நினைவுக்கு வருகிறது;  2000 வருஷமா பெண்ணடிமை  இருந்து வருகிறது ஆணுக்கு பெண் சமம் என்று அவனை சொல்லவைப்பதேக்கே திணறி கொண்டிருக்கிரோம் அவன திடீர்ன்னு ஓரின சேர்க்கை சமம் னு பேச சொன்ன அவன் எப்படி பேசுவான்  அவன் மெதுவதான் மெதுவதான் பேசுவான் அம்புட்டுதான்; ; இந்த அம்மாவின் சிந்தனை செயலையும் முற்போக்கு சிந்தனை அதை சார்ந்த அறிவியளையும் ; எண்ணம் சார்ந்த தெளிவு ; இவற்றை தொண்தரவு செய்யாமல்   தவறாக விமர்ச்சிகமல் இருந்தால் அதுவே போதும் ஆனல்;  இவனுங்க விட மாட்டானுங்க
Hope-Speech,இந்த அன்புதான் இறைவன் சமம்.
None-of-the-above,ஒரு வித்தியாசமான காம உணர்வு அனுபவிக்க ஓரினச்சேர்க்கை ஆனா வாரிசு நமக்கென ஒரு குழந்தை இதெல்லாம்???
Counter-speech,யாதும் ஊரே யாவரும் கேளிர்.. .......; எல்லோரும் சமம் இங்கே.....; வாழ்த்துக்கள்...
None-of-the-above,RAJKUMAR C  ; சரி தேவன் உங்களை ஆசிர்வதிக்கட்டும் இயேசுநாதர் பெயரில் ஆமென்.
None-of-the-above,நீங்கள் செய்த இந்த நிகழ்வு அவர்களை போண்டர சகோதரிகளுக்கு மதிப்பு மரியாதை ஏற்படுத்தி கொடுக்கும் நிகழ்வு இந்த கானொலியை கண்டு கண்கள் கலங்கி நிற்கிறது 🙏🏼🙏🏼🙏🏽🙏🏽🌷🌷🌼🌷👌👌💐🌸💮🏵💢🌷🌷🌷💚💚
Transphobic-derogation,இதுங்கலா ஒரு ஆலு புன்டைங்க கருமோ chiii
None-of-the-above,"நலம்.; ; ஆனால் தலைப்பு, கோமோ செக்ஸ்யுவல் கேவலமா? என்பதே."
Hope-Speech,உங்கள் சேனலை நான் என்னோடு நினைத்துக்கொண்டேன் நானும் உங்களுக்கு ஒரு ரசிகனாக மாறிவிட்டேன் நண்பா ஈழத்தில் 6 லட்சம் மக்களை சிங்கள ராணுவம் கொன்று குவித்தது இன்று தேதி வரை எனக்கு வலி என்றால் என்ன என்று தெரியும் திருநங்கைகளை மதிக்க வேண்டும் மனிதர்களை நேசிக்க வேண்டும் வாழ்க வளமுடன் உங்கள் காணொளி மிக சிறப்பாக இருக்கிறது
Homophobic-derogation,ஏற்றுக் கொள்ள இயலாதது..  எங்கோ நடந்தால் போகட்டும் என் சொல்வார்கள்... அதுவே தன் தான் பெற்ற மகன் இப்படி பட்ட உறவில் வாழ்வேன் என்றால் சம்மதிக்கும் பெற்றோர்களை பார்ப்பது அரிது...
None-of-the-above,கடவுள் படைப்பு 2
Homophobic-derogation,டேய் அது பொம்பளையா இல்லை ஆம்பளையா டா........
None-of-the-above,ரொம்ப கஷ்டமா இருக்க இந்த வீடியோ 😭
None-of-the-above,அருமை  தம்பி  தங்கை .திருநங்கைக்கும்  வாழ்த்துகள் 👌👌
None-of-the-above,டார்வின் பரிணாம கோட்பாடுகள்ல ஓரின gay lesbian சேர்க்கை இயற்கைன்னு சொல்லிருக்காரு . அப்போ அவரும் ஓரின gay lesbian சேர்க்கையாளர்னு சொல்லுவிங்களா .அட போங்கடா ..
None-of-the-above,Siva Siva  என்னது?
Counter-speech,"நானும் திருநங்கை தாண்டா. திருச்சி தான்.   சமையல் வேலை, ஹோட்டல்ல பாத்திரம் கழுவுறேன். இதுல கமெண்ட் போடுற நல்லவனுக, இந்த வீடியோவை போட்ட உத்தமராசா எனக்கு என்னோட சேர்ந்த 16திருநங்கைகளுக்கு வேலை குடுத்துட்டு வீடியோ எடுத்து போட்டு கமெண்ட் போடுங்க டா."
None-of-the-above,உங்க team la என்னையும் சேர்த்துங்க தலைவா...
Hope-Speech,நீங்க இந்த உணர்வை வெளிக்கொண்டுவந்த விதம் ❤️❤️❤️; உண்மையாலுமே இது உடம்பு மட்டும் சார்ந்து வருகிற காதல் இல்லை .; என்னோட நினைவுகள் எல்லாம் திரும்பி வருகிறது . நான் இதோட எவ்வளவு முறை பார்த்திட்டேன்‌. பார்க்கும் போதெல்லாம் அழுகை தான் வருகிறது. எனக்காக இந்த உலகம் மாறாதா னு ஏங்கிட்டு இருக்கேன். மாறிடும்னு நம்பிக்கையில தான் இந்த உயிரும் உடலை தூக்கிட்டு சுத்திட்டு இருக்கு❤️❤️❤️.; இதே மாறி நான் காதலிக்கிறவருக்கும் கல்யாணம் நடக்க போகுது. நான் இன்னும் என்னுடைய காதல் கூட சொல்லலை. இனியும் சொல்லபோறது இல்லை 😒.
Homophobic-derogation,அந்த அறிவு கெட்ட அயோக்கிய அநீதிபதி பொண்டாட்டி கூட குடும்பம் நடத்துரானா இல்லை ஏதாவது ஒரு ஆணின் ..... யை ஊம்பிகிட்டு இருக்கானானு தெரியவில்லை .; ; இத்தகைய அயோக்கிய அநீதிபதிகளின் சாமானை இழுத்து வைத்து பொதுமக்கள் மத்தியில் அறுத்து காக்காவிற்கு போட்டால் மட்டுமே இத்தகைய அநீதிபதிகளை களையெடுக்க முடியும்.; ; இதுவரை சிறுமிகளை மட்டுமே கடத்தி கற்பழித்த காம வெறி பிடித்த பா ஜ க இந்துத்துவா கரசேவ கயவர்கள்.; இனி சிறுவர்களையும் விட்டு வைக்கமாட்டார்கள் மக்களே உங்கள் வீட்டு சிறுவர்கள் ஜாக்கிரதை.; ; ஹை கோர்ட் (ஜர்ஜ்) அயோக்கியன் வரான் ஆண் பிள்ளைகளை பத்திரமா கைல பிடியுங்கள்.
Homophobic-derogation,ஆண் பெண் என இருப்பாலினம் எதற்காக படைக்கப்பட்டதோ அதன் எதிர்வினைதான் இந்த ஓரினச்சேர்க்கை வாழ்க்கை வீணாக போகிடும்...ஒன்றும் இல்லாத இந்த முறையற்ற பாலின கவர்ச்சியால் என்ன நிகழ்ந்திட போகிறது.... ஆண் பெண் புணர்தலே மனதளவிலும் நன்மை பயக்கும்
None-of-the-above,"இந்த சகோதரி தாண்ட இறைவன்,🥰💯💖"
None-of-the-above,இலக்கியம் or இளக்கியம்  ?!!!  mental; ; Paavam Jeevarathnam :x
None-of-the-above,10 20 நபர்களை வைத்து பாலியல் தொழில் பண்ணும் பெரிய திருடர்கள் போலீஸ்க்கு மாமுல் ஆக மாதம் ஐம்பதாயிரம் காசு ஒரு லட்சம் வரை கொடுப்பார்கள் பெரிய திருநங்கை  இடம் தப்பி தனியாக பாலியல் செய்து சம்பாதித்தால் போலீஸிடம் அவர்களை பொய்வழக்கு போடச்சொல்லி சிக்க வைத்து விடுவார்கள்
Hope-Speech,திருநங்கைகள் பொதுவாக ஏமாற்றபடுபவர்கள் அவர்களின் தாய் அன்பின் வெளிப்பாடு அருமை
None-of-the-above,16:24; உன் இருப்பை விட மிகப்பெரிய சொத்து ஒன்று உலகிலேயே கிடையாது என் காதலி எண்ணிடம் சொன்னது!)
Counter-speech,ஐயப்பன் பிறப்பை ஆதரிக்கின்றவர்கள் ஏன் இதை கொச்சை படுத்துகிறார்கள்
None-of-the-above,"வலிகள் வர வேண்டும் வழிகள் ,வரும் சகாதாி ."
None-of-the-above,நண்பா மாகநாடிகன் ய நீங்கள
None-of-the-above,இவங்க சாபம் நம்மள ஒன்னும் செய்யாது பயப்டாதீங்க அடிச்சு விடுங்க
None-of-the-above,+Sakthi Vinayagam நீங்க போய் பாத்திங்களா?
