category,text
Non-anti-LGBT+ content,justu missu seriously? Our culture and religion never encourage us to talk ill about others. This is the very basic any most important of all. Now I m confuse.. again which culture u are from?
Non-anti-LGBT+ content,how to contact your foundation
Non-anti-LGBT+ content,Create a awareness of sagarmala project..
Non-anti-LGBT+ content,Respect from the bottom of the heart💖
Non-anti-LGBT+ content,Bro super bro IAM waiting
Non-anti-LGBT+ content,Nuhman Nathly  😁😁 thank u!
Non-anti-LGBT+ content,I support this
Non-anti-LGBT+ content,"This film doesn't have a proper ending or any message.  It feels like just bcz LGBT is hot topic, they simply made a film to get likes n views.   In fact, in some perspective this film is wrong.    By breaking up with his partner, he broke tat other guy's heart n dreams.    And by marrying a girl, he will spoil her life too, which is absolutely not acceptable.   If he does not have courage to reveal his truth, tats ok, but at least he must have courage to say NO to marriage."
Non-anti-LGBT+ content,Pls decent ah webseries nu solitu ponga pa....adha vittutu prank nu sollathinga
Non-anti-LGBT+ content,Good morning and Happy Republic Day sir
Non-anti-LGBT+ content,Part 2 I'm waiting
Non-anti-LGBT+ content,Part 2 waiting...🙏
Non-anti-LGBT+ content,I love transgenders ♥️cried when i see thiz video 💯.....
Non-anti-LGBT+ content,Awesome speech Malini...I respect your feelings..
Non-anti-LGBT+ content,God bless u all abundantly 😍😍
Non-anti-LGBT+ content,where is your data coming from? In India and Afrcia has most HIV infected patients does that mean all Indians and Aftricans are LGBT?
Non-anti-LGBT+ content,muthu kutti ...I think it may reduce our counts
Non-anti-LGBT+ content,Fantastic speech.  Very open mindedly talked.
Non-anti-LGBT+ content,"What an amazing film! Kudos to Mani and the entire crew for not just portraying the love and the sentiments of the parents so beautifully, but also showing courage to prove that 'it's just a question of love' and not about 5 ml of liquid. I hope that our so called society wakes up to the reality that we are denying a life with dignity to so many people around us, just because they are different."
Non-anti-LGBT+ content,"Whose faults is that for a person to be born as a transgender . Why must dispised and be isolated from society .can they respected as a fellow humanbeing . instead we brag about God,Religion."
Non-anti-LGBT+ content,It's their decision their desire  nobody has rights to order them everybody had rights to live their own life on their own way so don't interrupt them like she said their people (lesbians)not order us to live  like their lives then why should;  we?
Non-anti-LGBT+ content,First parents will under them karthi parents goddd so sprit them we want those like parents
Non-anti-LGBT+ content,valtukkal. for your vidio.. homosexuality. meaning modelity sexuality
Non-anti-LGBT+ content,Love you my dear friend.....
Homophobic,India won't progress
Non-anti-LGBT+ content,Salute to TMP👍
Non-anti-LGBT+ content,Ur correct sister nice speech 👍
Non-anti-LGBT+ content,Amazing Short-film 👌👌👌❤️❤️❤️; Perfect Actors👌
Non-anti-LGBT+ content,Please support this genuine channel....
Non-anti-LGBT+ content,Really awesome bro 👌👌
Non-anti-LGBT+ content,Super gay lover story
Non-anti-LGBT+ content,"0:42 , I bet you aren't a Tamil . If it's required for the society of your state then will ya let your sister to marry her gf??; ; Leave Tamils n Tamil Nadu from your north culture"
Non-anti-LGBT+ content,Sathish Kumar  😂😂😂
Non-anti-LGBT+ content,Thank you Menick 😀
Non-anti-LGBT+ content,"Thirunagai is great,,✌️"
Non-anti-LGBT+ content,How many Thala fans subscribed him (Hit Like)
Non-anti-LGBT+ content,Malini I like your Tamil wonderful. Bold speech and raising voice for the minority people 😉 in the world thinking you are minority here.
Non-anti-LGBT+ content,Script was so touching....❤️ Hats off to entire Team 💐💐
Non-anti-LGBT+ content,Really I can't control my 😭😭😭....so sweet akka .....super ......god bless you
Non-anti-LGBT+ content,She no the pain she have experienced all those she is very genuine transgender.. very caring..hats off to you Amma..
Non-anti-LGBT+ content,Vera level bro in am waiting next part
Non-anti-LGBT+ content,Sorry neega theeda thagathathunu sollathiga please anna
Non-anti-LGBT+ content,I need gay life partner
Non-anti-LGBT+ content,Super ; Message god bless you and your family
Non-anti-LGBT+ content,Dead r dangerous life
Non-anti-LGBT+ content,Each actor in this film is amazing..... great story.... Great message.... awsm acting.... Congrats for your team work....
Non-anti-LGBT+ content,Rizwan Mn ; Ready it; U can delete now
Homophobic,World new disaster
Non-anti-LGBT+ content,My RESPECTED sister Sennila... Please give me your contact number orelse please call to my WattsApp number +918754602766.. thankyou GOD bless you my good Sennila..
Non-anti-LGBT+ content,Azhagi have a long happy life sister
Non-anti-LGBT+ content,The people in this generation..... Like dog generation.. Pls. We all live in same earth... Pls don't forget tsunami
Non-anti-LGBT+ content,"Wow, excellent movie i've cried a lot through this movie"
Non-anti-LGBT+ content,It's against our precious culture
Non-anti-LGBT+ content,You are right
Non-anti-LGBT+ content,First comment from ceylon
Non-anti-LGBT+ content,Dr role is superb....
Non-anti-LGBT+ content,sema prank brother
Non-anti-LGBT+ content,Hi guys tnx to supporting us ping me if u r interested reply me guyz I'll give my number tq to all of u my frnds...
Non-anti-LGBT+ content,Hats of 2 that male actor
Non-anti-LGBT+ content,😂😂😂😂😂 no children anymore...... population will reduce next generation .... this is not right for Nature ....
Non-anti-LGBT+ content,Y all media is in a run for having opinion of public about homosexuality like this y won't they come interview the real lgbtq n know the real fact n know how tough the life is for us in this public which is filled with misconceptions on lgbtq. ;      This could not help lgbtq in any manner plz make videos to educate the public about lgbtq it's not a new concept it's biological n natural .
Homophobic,Kadhayalla Nijam  Male and female combination is normal....if anything apart from this is dangerous
Homophobic,Very bad review...god not created human for this.
Non-anti-LGBT+ content,Mani sir am addicted to ur movie awesome story marvellous acting especially lathif gods Grace keep doing plss😍😍😍😍
Non-anti-LGBT+ content,Sema film.. all are done superb.. especially Latif.. I fell in love in this film..
Homophobic,"If you watch more lesbians scenes your harmones will change; ; it is simple ; ; no need of science and technology to understand this fact,; ; a man will get lust on a woman.; a woman will get lust on a man,; ; this is nature and creation of the lord,; ; if you say you are correct ; ; by the way follow ; next generation will not be here, the world will come to end.; ; i'm not angry about you, I like your brave, but poor, you confuse this society ; ; you will get best rewards when you will die by the one who gave you birth"
Non-anti-LGBT+ content,Hey dog adhiq cannot you talk to her like how you used to talk with other heroines? Biased fellow
Non-anti-LGBT+ content,"great BRO, awaiting"
Non-anti-LGBT+ content,"No bro, ur telling wrong, lots of condoms will be inside her hand bag"
Non-anti-LGBT+ content,"Good job! Have create time,!!"
Non-anti-LGBT+ content,"Hi,  I'm Chennai and u.  Ur cell no.  Pls"
Non-anti-LGBT+ content,Diff concept❤️Ur nailed it🔥....waiting for part 2
Non-anti-LGBT+ content,I m waiting for the next vd all the best lovely
Non-anti-LGBT+ content,She was dark..but suddenly she became fair
Non-anti-LGBT+ content,Beautiful move. Excellent narrated.
Non-anti-LGBT+ content,Though we all follow indian traditions throughout. Everything is today mixed with 50% western culture which is now unavoidable. It's people's choice to decide whether to follow western culture or not...if we mix western traditions in our culture . Then this is not even a big issue in our country...it's every human rights which we cannot interfere and disturb them.. love is the meaning here that always wins
Non-anti-LGBT+ content,life experience  thanks dude😊
Non-anti-LGBT+ content,Love you  Ashhiq for ur simplicity 😘😘😘
Non-anti-LGBT+ content,Homosexuality is normal...but not  common... Its their life... Let them to decide...
Non-anti-LGBT+ content,How beautiful she is ❤️ in character wise also
Non-anti-LGBT+ content,I wish you will get all what you want ❤️😇
Non-anti-LGBT+ content,well said sister...im in favour of ur thought...comments.and.ideas..
Non-anti-LGBT+ content,world will begin
Non-anti-LGBT+ content,Priyadharshan Sekar correct
Non-anti-LGBT+ content,Lgbt followers after long suffering
Non-anti-LGBT+ content,Zero investment job opportunity 👇; WhatsApp chat
Non-anti-LGBT+ content,Hi phone number please phone
Non-anti-LGBT+ content,"For those who says the third gender relationship/ lgbtq relationship, please get yourself educated. Especially INDIANS, do some research on homosexuality in Hinduism. A lot of stories, sculptures, erotic scene and got a lot. Don’t simply blame the religion!!!! It’s mentality and society. Don’t blame the nature. In fact every boy baby starts their life as girl baby in womb. It will make sense if your a science student !!!!! Love this movie."
Homophobic,"vives kale viparitha buthi. May Ramya R RIP soon. You are danger to this society! Go outside, See the sky, Then spit your salaiva....."
Non-anti-LGBT+ content,How u r earning subscribers without video but ivam putting effort but no support
Non-anti-LGBT+ content,Hats off you are great
Homophobic,Director sir pls gay repent agura Marii film edungaa
Non-anti-LGBT+ content,Boss epo part 2 release ....
Non-anti-LGBT+ content,Green revolution in India
Non-anti-LGBT+ content,Nice acting bro
Homophobic,"vanitha 8110 ; Vanitha, u can't openly tell LGBT in our society. Where as u will get respect u husband or wife to society.; This is our culture. ; If u can't accept a man as partner then no other way atleast maintain secretly."
Non-anti-LGBT+ content,Your really good human being bro awesome 🙏🙏🙏🤝🤝👍👍👌👌
Non-anti-LGBT+ content,Hats off tmp❤️
Non-anti-LGBT+ content,"Kudos Bro Madan for sharing the info about LGBT community. In my opinion, they should not be neglected because they are human too."
Non-anti-LGBT+ content,"Shrinivasan Kannan  U've clearly not looked at lgbt families! And if u r  using culture to show ur homophobia No! U r just scared to stand on ur own and so u use culture as a shield so everyone will accept ur point. but y r u so obsessed with LGBT+ ban wat did we do to u?? Is it because the lesbian girls stole all the chances u had with the bi girls? If not, how about minding ur own business? U can b more productive if u stop all this hate!"
Non-anti-LGBT+ content,Me.... I am Joe.. Srilanka... Pls contact. 00393667273080...whatsapp....i am living in italy
Non-anti-LGBT+ content,"Love is an unknown journey, at the end it's to say, I will cross the sea for you, even if I have to walk on the water, I will. Although a short film, it was touching, moving and superbly done, it's an excellent film, with a deep educational and personal message for parents and society. Even today, so many people live unhappily married, just for the sake of cultural beliefs and dictates by society. To the whole cast, producer, story write and director, thank you, well done .. excellent and deep emotional acting by the lead actors, an excellent choice. Much appreciation .. the art to love deeply and if needed, to sacrifice my personal for the love and respect for my parents. It's not about a happy ending it's to see how the story unfolds in the end. Thank you .. hoping for more movies like this!!!"
Non-anti-LGBT+ content,Nice Anna one help
Non-anti-LGBT+ content,Semma speech Akka!!🔥🔥; We respect you!!and waiting for the movie ladies and gentlewomen!!🔥🔥keep rocking!!🔥🔥
Non-anti-LGBT+ content,Tell about    black knight satellit
Non-anti-LGBT+ content,Thank you so much ❤️
Non-anti-LGBT+ content,Don't care abt the bad gents in society
Non-anti-LGBT+ content,Unmai ma God bless you
Non-anti-LGBT+ content,Bro really appreciate you for this awesome video I can't control my tears bro ... No words to say❤️❤️❤️❤️ #respect transgender people 🙏🙏
Non-anti-LGBT+ content,She is really great; Handoff to that akka
Non-anti-LGBT+ content,Mother love is most important in life
Non-anti-LGBT+ content,Bro next video post pannunga iam waiting
Non-anti-LGBT+ content,"HI bro...  first we have to know that, for humans, our mind need a partner and our body need a partner.  That partner need not to be a opposite gender. As the same way boy has boy friend. Girl has girl friend. It not crime..."
Non-anti-LGBT+ content,I am single boy ; My 25year ; My from goa
Non-anti-LGBT+ content,"Planning is not well ,but that sister good"
Non-anti-LGBT+ content,love is equal for every human... love doesn't need a gender
Non-anti-LGBT+ content,😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😭😭😭😭😭😭😭😢😢😢😢😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😟😟😟😟aainthaa  akka super girl she is aa great full person 😭😭😭
Non-anti-LGBT+ content,Really appreciate anna 😍
Homophobic,Its totally against god
Non-anti-LGBT+ content,It a good thing it's our own wish
Non-anti-LGBT+ content,Hello sir; How are you
Non-anti-LGBT+ content,"Both of them played the role super, just one suggestion I believe Harish is Malayali it is clearly visible in his Malayalam accent. But apart from the this a good short film I recommend to everyone 🙏"
Non-anti-LGBT+ content,Glory Gnanadish how do say it's against nature?
Non-anti-LGBT+ content,Yup.. her attitude is really fabulous.. I like her.. keep going on your way sister.. I support you always..
Non-anti-LGBT+ content,Super Malini all the best 😍👍
Homophobic,Bro it is very bad
Non-anti-LGBT+ content,"Gowtham G  poi solraana?? Yen? I am gay and if I've got a hormonal disorder I'd know. Because if it's a hormonal disorder​, that'd show it's clinical features as hypogonadism. I ain't got anything like that. So I'm saying it's not a disease!"
Non-anti-LGBT+ content,Good humanity  for the sister
Non-anti-LGBT+ content,Parjith  I guess I m not the same person u r thinking sorry..
Non-anti-LGBT+ content,Great explanation 👍
Homophobic,The Sin of Sodom & Gommarah
Non-anti-LGBT+ content,LeZ CHoColAtE ; Let s accept nature. When ur doing against it all problems starts
Non-anti-LGBT+ content,Wy ttr is not asking platform tickets with them?
Non-anti-LGBT+ content,U r really great ma
Non-anti-LGBT+ content,Nice comment. Thanks for supporting LGBT people.
Homophobic,I think end of the all humans get HIV
Non-anti-LGBT+ content,What an attitude..😍
Non-anti-LGBT+ content,Keerthana Jayavel awesome lines sister....
Non-anti-LGBT+ content,Wow really super nakalum salem
Non-anti-LGBT+ content,My life is full of problems and pain 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
Non-anti-LGBT+ content,DJ team congratulation for your concert it is really something great for a transgender something great helpful all the best team
Non-anti-LGBT+ content,"Shrinivasan Kannan  Why you are comparing two irrelevant things??;  Okay then as you say,If a unmatured lil girl is been raped without knowing the real meaning of it, what will you do then ..!!??"
Non-anti-LGBT+ content,RishiPedia  ☑  r u agree with banu comment?you r the one who giving history videos is it?
Non-anti-LGBT+ content,"Kindly upload the music video, thank you 🥰❤"
Non-anti-LGBT+ content,U r speech always great and clearly bro
Non-anti-LGBT+ content,Nice concept 👍 hatts off u bro🙏
Non-anti-LGBT+ content,"Bible says a lot more. But I don't think anyone amongst us lives word by word relating to bible. And before quoting these verses that prick and blame others, remember to remind yourself the most important verse from bible,  love your neighbour as you love yourself."
Non-anti-LGBT+ content,Keep up the good work guys.. all the best
Non-anti-LGBT+ content,Super bro good job all the very best god bess you too bro
Non-anti-LGBT+ content,Iron Lady be brave
Non-anti-LGBT+ content,Raping is also an individual choice only is that ok ????  Inside a bedroom anything can happen is an individual right then relase all rapist all phedophiles... Is that normal ??? A normal human being with right mind can understand that these are wrong.
Non-anti-LGBT+ content,Semma.... ; we r respecting u........ ; Society has; Changed nowadays......
Non-anti-LGBT+ content,Have completed a Tamil feature film titled SATTHAM  (sound). The film is in Festival circle..
Non-anti-LGBT+ content,Very good film.
Non-anti-LGBT+ content,I taught she is a girl until i read the title
Non-anti-LGBT+ content,Their decision only in this society ever human have rights to choose their path so it's good
Non-anti-LGBT+ content,"Brilliant, just brilliant guys! Kudos to the team. Wonderful observation with full of warmth and compassion, good performance, specially from the security officer, and nicely executed. A very good short film:)"
Non-anti-LGBT+ content,Hats of thirunangai👍👌👌👌
Non-anti-LGBT+ content,Annie April  homosexuality is natural......
Non-anti-LGBT+ content,Take an interview with THANUJA SINGGAM... Please
Non-anti-LGBT+ content,Super Bro ; All the Best of millions subscribers
Non-anti-LGBT+ content,Don't worry sister...be brave...I am a straight man but I support this...This is also a change created in humans by god...ppl will not understand that...coz most of the ppl here r uneducated or educated fools without maturity & right mindset...; ; Wishing u the best...be strong & be who u are :)
Homophobic,Jesus ples save them 😥😫
Non-anti-LGBT+ content,She's looking sooo beautiful from her heart😍😍❤️❤️
Non-anti-LGBT+ content,Thankyou so much for your motivational speech you are a source of positivity and positive inspiration
Non-anti-LGBT+ content,Aww she is soo sweet 😢🤧😭😭😭
Non-anti-LGBT+ content,Male and Female is the eukaryotic nature. Only prokaryotic organisms can't see gender and it is genderless.
Non-anti-LGBT+ content,She has a great heart
Non-anti-LGBT+ content,Sanjiv a dude.. transgenders are lgbt! Can’t u see she is in cross dress? By the way u having some misconceptions about lgbt. Plz enlighten yourself before come to public preaching.
Non-anti-LGBT+ content,A simple well scripted and acted out movie that addresses the issue with due intensity. And a very soothing yet powerful music to compliment the scenes. Congrats to the team.
Non-anti-LGBT+ content,That Tirunangai is motherhood person and good human
Non-anti-LGBT+ content,Who is malini?
Non-anti-LGBT+ content,I'm waiting for part 2... And congrats very nice bro
Non-anti-LGBT+ content,Hat's of bro💐
Non-anti-LGBT+ content,Who you are? 🤔 Very unique wanna be your friend atlast my destiny will you Malini???
Non-anti-LGBT+ content,"Ohh my god , i cried 💔😭 Such a kind heart 🙏 Respect them 🙏💔"
Non-anti-LGBT+ content,U number please
Non-anti-LGBT+ content,really latif ur awesome man if every person has this much of guts to convince they're parents really India would have been accepted the gay marriage .. if My x boyfriend had a guts i would have not missed him I still love him always first love is best love. and love can touch us one time but Last for a life time. I still love you ice cream  (He's pet name i kept ice cream) i don't know where are you now but I always think about you and our past. where ever ur be happy and I love you once again missing u :(
Non-anti-LGBT+ content,Pls don't make like this kind of prank pls pls 🙏
Non-anti-LGBT+ content,This is an excellent movie...this movie is for the parents that are ignorant....like my father...now i am older....and very happy....thank you for this video.....
Non-anti-LGBT+ content,Keerthana Jayavel sister Don bother about haters
Non-anti-LGBT+ content,NATHAN ZECHARIAH why
Non-anti-LGBT+ content,black sheep  I am the Director of that film
Non-anti-LGBT+ content,Jacob Alwyn u should follow her. Since u know better about her health condition dr Jacob...
Non-anti-LGBT+ content,"Lol I was into the video until she said, I am a feminist"
Non-anti-LGBT+ content,one of the best video..
Non-anti-LGBT+ content,Give your number
Non-anti-LGBT+ content,robert pavey they never asked heterosexuals to be homosexuals .. they fought for their rights .. anti gay rule was Imposed by British ...
Non-anti-LGBT+ content,I like the ur speech being peace
Non-anti-LGBT+ content,"what is wrong if two loved people think what they want...; But our cultures not accept for this life.;  i am not a gay.. but i respect LGBT people very much.; we have to respect them, accept them....; ; latif..super actor.. really praisable actor ....; ; good movie.. nice story.. and good start."
Non-anti-LGBT+ content,"It’s between 2 individuals why don’t ppl respect their privacy and move on. About time India looks forward,  rather going backward... when rest of the world has accepted same Sex legality and Marriage. India has taken many decades to improvise section 377 when are They gonna legalise G&L wedding ... I would say India has still long way to go. No point blowing their own vessel in so called arrange marriage not knowing what their kids actually want...  relationship is all about happiness and harmony... let’s respect the decision of Supreme Court and move on with lives."
Homophobic,"Even through child abuse many are into homosexuality, especially gays. In that case they definitely need medical help. And now what I've seen is, many young children who are in school or college are confused about their sexuality coz of these so called bold pplz stories who came out of the closet. The kids totally gets confused on picking their sexuality and being misled. So when the homosexual ppl have their own rights to do what they want in their bedrooms, we too have the similar rights to request them to not share their inspirational stories to the ppl around and prompt it."
Non-anti-LGBT+ content,You are very beautiful  angel
Non-anti-LGBT+ content,Super acting...macha...Raj 4r Haybad.👍
Non-anti-LGBT+ content,life experience  because my friend is gay please say
Non-anti-LGBT+ content,Just answer my question if u Love in a girl how u will approach u should againt
Non-anti-LGBT+ content,Its make me cry...this moment seriously I miss my thirunangai mummy...😭😭
Non-anti-LGBT+ content,Bro pls my channel subscribe support bro pls pls pls pls bro
Non-anti-LGBT+ content,Seema seema brother super
Non-anti-LGBT+ content,Part 2 yeppo
Non-anti-LGBT+ content,"bro ur doing good job by these types videos but but bro what u said about homosexuality inherits from gene is wrong, because the research about homsexuality is it inherits in gene or adaptation but it is a hypothesis not proven fact therefore research it well"
Non-anti-LGBT+ content,Susithran Farrington ..yes ur right
Non-anti-LGBT+ content,What a wonderful film... We should celebrate this film and their team! Hats off
Non-anti-LGBT+ content,Please support my channel frnds
Non-anti-LGBT+ content,rajeshs  who said about pay? I was  commenting about this video
Non-anti-LGBT+ content,"Really a great work , hats off you guys 💥❤💯you people had made a huge awareness in society  and your deserve a great achive and keep on doing it ❤✨"
Non-anti-LGBT+ content,Kayathri Devi sure. explore more you'll able to learn lot more than you expected. good luck with that. :)
Non-anti-LGBT+ content,Atlast found same mindset people love u brothers
Non-anti-LGBT+ content,"Mohamed Sameer: Trust me brother , I have not seen this kinda maturity in any sane person..U r a real human with pure heart...U r blessed with the best parents to know world to fullest person!!...Nature is what we have around like fountains and hills n not t ancestral guidelines ..The guidelines which our ancestors have designed was for that time when they lived.; They didn't had details of genetic science..; I don't think anyone here in comments section has more scientific knowledge or evidence than World Health Organization who declared homosexuality as normal...So just ignore immature comments"
Non-anti-LGBT+ content,"Hi Nahla addi, please give your whatsapp number. You already known me, we also chatted in whatsapp but i changed number. I am truly loving you baby. Till this moment. So please understand my love. Give your whatsapp number bebe😘😘😘😘"
Non-anti-LGBT+ content,"19:40 - 19:41 correct . 157 years britishers put  this rule . Only 1 or2 points I don’t accept . Like sati system - in Mahabharata madri voluntarily did , not kunti. Even before in Ramayana none of the 3 queens of dasaratha did sati . People started to follow sati system and child marriages  more vigorously after Muslims ,  Portuguese , britishers etc invaded India . ; I appreciate LGBT . Arjuna was eunuch for 1 year, Shikandi a transgender , shambha, Lord Krishna’s grandson was interested in wearing girl clothes .... so to my knowledge some were kept open and some were hidden in history . But open history suggests that we appreciated and accepted . ; I  condemn  rapists of any sexuality and religion . I condemn politicians .  Just like heterosexuals come into private life of LGBT,  so does these politicians who come into religion , caste etc and divide people for their own political career ."
Non-anti-LGBT+ content,Very meaningful words bro
Non-anti-LGBT+ content,Hats off to the transgender ☺it's very emotion😢
Non-anti-LGBT+ content,Really superb comment
Non-anti-LGBT+ content,She is a talented one.
Non-anti-LGBT+ content,Bro talk about HIV
Non-anti-LGBT+ content,Bro please study the history of prophet muhammad. The famous scholar named Michael hart written a book called 100 in that he gave prophet muhammad as first place study his history I assure you will impress by his lifestyle
Non-anti-LGBT+ content,Acting supper bro
Non-anti-LGBT+ content,I can't control my tears  😭😢😢😢😢I love this concept
Non-anti-LGBT+ content,I still don't have clear understanding about this and hence everything is not convincing me.... But this girl is awesome!
Non-anti-LGBT+ content,Great speach sister
Non-anti-LGBT+ content,I love this Movie... I love these words  Gay relationship is not licking 5 drops of sperm .... world is brought by Love only...let's all love...Thanks to the entire team.
Non-anti-LGBT+ content,She looking good but voice😂
Homophobic,Dislike people of this video are non humanity....Doesn't have any eligible to live in the earth...
Non-anti-LGBT+ content,Bro I've a question to ask u..; In future how can we live a supportive life being a gay with a gay partner...; Trust worthy person partner ah kidaikrathu kastam because of social pressure
Non-anti-LGBT+ content,"I have not watched 50 movies, but I nearly watched this documentary 50 times 🤩💝🌈"
Non-anti-LGBT+ content,sister after seeing this what you get into your mind..live your life fully and be yourself i can understand cox being a common girl i was thinking weird first but later i understood its an emotion not only sex it can be with any gender so no offence in that so as a common girl i support you and you go ahead have courage as this malini..
Non-anti-LGBT+ content,heart melted prank bro..
Non-anti-LGBT+ content,can you please make a video on *Criminal Tribes
Non-anti-LGBT+ content,"First of all, the interviewer is not asking the right question.. SC did not say gay sex is right or wrong.. They have just declared mutual gay sex is not crime and they should be treated as equal as any heterosexual person.. Individual opinion about gay sex is not the question here.."
Non-anti-LGBT+ content,Best one bro ❤️❤️❤️
Non-anti-LGBT+ content,"Saranya   Hello Sharanya,; The students were a lot matured than I thought. I was so happy that they all expressed their views without having hurt anyone. Sometimes we feel that kids should keep quiet or rather not discuss about these things. But we must not forget that they are the future.;  Also we all know how important it is as a skill to express one's views. The skill can only be developed only when they are given the chance to express themselves."
Non-anti-LGBT+ content,Good to control population.
Non-anti-LGBT+ content,Twats . They got no idea what they are celebrating. Just going what everyone in the west is doing . Just to be 'in'
Non-anti-LGBT+ content,Eddie phil  Good reply.  ✋ 👏
Non-anti-LGBT+ content,Really good super bro; ..
Non-anti-LGBT+ content,I like ur videos...Bro...Great ur not afraid of illuminate....Great
Non-anti-LGBT+ content,Such an intellect she is amazed long way to go girl 🤗
Non-anti-LGBT+ content,Prayers for Bobbie(2009) is the best ever coming out and inspirational movie I've ever seen. Its based on true story about an orthodox family who resfuses to accept their son's identity. Its so inspiring that I've watched 5times. Try it.
Non-anti-LGBT+ content,Please check the mating of animals
Homophobic,we're the railway POLICE ; OH I'M SORRY THEY SLEEPING 😈😈
Non-anti-LGBT+ content,Advance congratulations for 100k subscribers...  Madan anna ; 😘😘😘
Non-anti-LGBT+ content,Hat's of bro's
Non-anti-LGBT+ content,Society's words r induces them 2 suicide.. It should b stopped
Non-anti-LGBT+ content,aneesh cool yes it was made by men. What do u expect? A woman should come for it lol Patriarchy killed very possibility of women. It was so cruel evn that good men couldn't tolerate. That is why they helped women. Bt how many are there? That is why Im against patriarchy . Definitely not men. There are woman who are product of patriarchy who put another woman down. Bt there are men who support woman. Patriarchy is a thought tatz it it has nothing do with gender.
Non-anti-LGBT+ content,Harish's palakkad tamil accent.. 😂
Non-anti-LGBT+ content,Hai your Jop is awesome
Non-anti-LGBT+ content,Waiting for part2
Non-anti-LGBT+ content,I told it to my brother.  He understood my situation.
Non-anti-LGBT+ content,nice one madan...i liked it and yes need video about King Ravanan
Non-anti-LGBT+ content,What about bisexual......
Non-anti-LGBT+ content,Like the pro
Non-anti-LGBT+ content,Brother's God Bless you..❤️
Non-anti-LGBT+ content,I love the movie I love the couple I missing this life I feel alone in my hole life 👬👬👬👬👬👬👬👬👬
Non-anti-LGBT+ content,selva beauty tips  Hi
Non-anti-LGBT+ content,3:58 as for as my concert we don't need ur approval
Non-anti-LGBT+ content,I am waiting bro 👊👊😎
Non-anti-LGBT+ content,Thanks director for such a bold movie.. I really loved it
Non-anti-LGBT+ content,Yeah brother there r not more people to come out even I am a lesbian and I came out to my cousins and friend but not to my mom and one day soon I will do it
Non-anti-LGBT+ content,Nenka Arthanareswar  theivam
Non-anti-LGBT+ content,32:03 the best part for me.. 🌟🌟; 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰; ; Please part 2 panunga..varun n his mother seranum.. varun'kum jodi  patner yaaru?
Non-anti-LGBT+ content,Really great acting and the real thirunangai it was amazing love showing with u bro.
Non-anti-LGBT+ content,Everything in this movie very perfect... every character also... especially that physiatrist his way of speaking is ultimate
Non-anti-LGBT+ content,I feel crying... Super love you ka
Non-anti-LGBT+ content,"This is not a mental disorder issues , actually this is related to changes of hormones... it’s could happen in anyone anytime & any ages...  like boys, should avoid many type of foods which got more contents of female hormones (Estrogen)example as below:; Seeds: flaxseeds and sesame seeds.; Fruit: apricots, oranges, strawberries, peaches, many dried fruits.; Vegetables: yams, carrots, alfalfa sprouts, kale, celery.; Soy products: tofu, miso soup, soy yogurt.; Dark rye bread.; Legumes: lentils, peas, pinto beans.; Olives and olive oil.; Chickpeas.....   men should avoid most of soy products and women should reduce consuming above food after 40’s ... ; For men should take more drumsticks & leaf (moringai/Oleifera) is the best than also oyster, selfish, egg york,  almonds, are will increase the male hormones accordingly.. so it’s nothing to do with attitudes or mental  .... all about hormones truly... Basically more gays than lesbians in the world  due to (XY ) the chances  to adopt famines character are very high... so pls maintain your diet accordingly.. you are what you eat(return in Bagavad Gita) all the best ; to all & no offense to anyone . TC"
Non-anti-LGBT+ content,Its a type of affection.so only they are in that kind of relationship
Homophobic,Anis Jackson thats k bro . It is not a healthy lifestyle
Non-anti-LGBT+ content,Speak abt freedom of dressing...for women
Non-anti-LGBT+ content,sathish mind your words not everyone are like that
Non-anti-LGBT+ content,I know that you are shaky spotu subscribe
Non-anti-LGBT+ content,Royal Queen  U r exactly rit d ma.....even am having dis same doubt....
Non-anti-LGBT+ content,Bro super but really touching heart ❤️❤️❤️🙏🙏🙏
Non-anti-LGBT+ content,"Vignesh Prabakaran  good reply bro, live your life to the fullest, ignore these type of people"
Non-anti-LGBT+ content,Like gay.. But everybody wNt like to body.. Why? Please first understand a person feeling after you love with him.. Please don't like body and penis.. 💕love you all
Non-anti-LGBT+ content,Can we get a lesbian movie please
Non-anti-LGBT+ content,Kudos to the director.. Really a great movie and I am moved by latif's character and acting.. Indian society has a long way to go interms of accepting LGBT community.. Lets hope for the best..
Non-anti-LGBT+ content,It is actually LGBTQ+ q is for queer and there are lot of sexuality🙏
Non-anti-LGBT+ content,"Only swiggy boys in Nungambakkam know,she is worst and behave like rowdy 🤣🤣"
Non-anti-LGBT+ content,Bro please put video about Vicks.. Is it gud or bad?
Non-anti-LGBT+ content,Heart touching bro. Vera Level love you bros. Great Effort
Non-anti-LGBT+ content,Bro your great... 👌❤️
Non-anti-LGBT+ content,Ian follow for u
Non-anti-LGBT+ content,I appreciate your team 👏🏻
