category,text
Homophobic,Ungka appanaium athavaium kondu poi vedu pannuvangka
Non-anti-LGBT+ content,Avangala Yenya disturbance pandringa pavam avanga
Non-anti-LGBT+ content,very super movie  good good good good
Non-anti-LGBT+ content,malini are super.. i like you.. are u inteligente girl...
Non-anti-LGBT+ content,Super bro unga youtube channel nalla vara valthukkal
Non-anti-LGBT+ content,God anupata angel intha akka thank😁😘🥰🥰🥰😘
Non-anti-LGBT+ content,Nice bro 👌
Homophobic,Nee enna ans pannalum athu correct kedaiyathu.Naama enna vilangugaloda kevalama poittama athukku irukkura arivu kuda namakku illayaa .; Intha naadum naattu makkalum naasamaai pogattum
Non-anti-LGBT+ content,Indha tevidiya pasangaluku pavam pakkave kodathu
Non-anti-LGBT+ content,Dai enada actinga ila unmayave apdithana.sema actingda.
Non-anti-LGBT+ content,Unaku theriuma romba
Non-anti-LGBT+ content,Anna neenga kaalula viluntha antha akka kaalula naanum vilanum anna avanga unmaila kadavul avatharam na sivana vananguren avare arthanathishwarar🙏🙏🙏
Non-anti-LGBT+ content,Yov yana ya sirika vaikama ipadi aluga vachitinga... So so emotional.. Manasaa ullukiruchiiii.
Non-anti-LGBT+ content,Super ma ni
Homophobic,Nee nalla nakkudi pondaiya adding
Non-anti-LGBT+ content,Amaam.... train la thirunangaigal thollai thanga mudila. Meratti panam vanguranga. Police idhe konjam gavanicha nalla irukum
Non-anti-LGBT+ content,Dai loosu payalungala avanga avanglukku pudicha maari vazha vidungada ungalukku enna prachanai athum oru keazha paya ponnungalukku kalyanam aagathu Jewelle vikkathunu solran avanukku enna kavalaya paarunga white T-shirt unnalam adiche kollanum da
Non-anti-LGBT+ content,Bro semma fun panringa
Non-anti-LGBT+ content,Petrol rate earathu avanga istam neenga eanda keakuringa
Transphobic,9 thukala pathale kanduavathu
Non-anti-LGBT+ content,"Semma akka neenga,ethu normal paint.. Nippon paint adikka venama😂😂😂"
Non-anti-LGBT+ content,ur great anna super salute bro
Non-anti-LGBT+ content,She is very cute...Kalla kabadam illa manasu
Non-anti-LGBT+ content,@Jeya Prakash  ithil enna irukirathu...thalaipail enna kutram kangirirgal...Sago onu sollata...Homosexual apdinrathu avuga avuga istam.avuga personel athula yae niga poi thalayiduriga...Aduthavan bedrooma poi pakurathuku yarkum rights illa
Non-anti-LGBT+ content,Just stupids non sense just avoid these videos lusu kooooooos
Non-anti-LGBT+ content,"En othunki pokanum,awargalum manithargal thaane"
Non-anti-LGBT+ content,Super samma innum nallaah varanum  ennoda valthukal 💓💘👏👌👍
Non-anti-LGBT+ content,Bro semma vera leval bro video pathuttu unamaikkume kanneer vanthuttu bro rompa feel achu bro
Non-anti-LGBT+ content,Nama mathavunga vishayathula nalla judge ah erukurom ...aana nammaloda vishayathula lawyer ah erukurom..👍; Live and let live!
Non-anti-LGBT+ content,GOD BLESS YOU
Non-anti-LGBT+ content,Ena natipuya original thirunangi mathuri iruku
Homophobic,Chi karumam...othukiye vaikanum..
Non-anti-LGBT+ content,Super  bro
Non-anti-LGBT+ content,Vera level bro
Non-anti-LGBT+ content,Vara level bro 😦😦😦
Non-anti-LGBT+ content,Love u akka 😍😍
Non-anti-LGBT+ content,Prakash Durairaj   ithellam god gift
Non-anti-LGBT+ content,"@Ayy Ar  OK good dear. Rest edunga. Cinna mapla  ungala pakkarutukku tudiya tudikkiran.nanum nammudaiya fun eppa  nadakkum enru etir  Patti kattukittu irukken. Unmaiya  sollanumna,annadam tungum botu  ungala ninachi talaganiyai katti pudicci tungikittu irukken. I really miss you chellam. Love you so much. Itu verum vartaigal mattum illai.adi manatiliruntu olikku oru anbu Sol.nettu ungala nenacci talaganiyai katti pudicci pudicci tungikittu irukkum botu ,ennaiyum ariyamal oru sambavam nadanturicci.ahhhhhhh."
Homophobic,@Deepak Saravanan  poi oombu da Thevudiya Paiyaaa
Homophobic,Naan pudicha muyalukku moone kaal.idhukku mela onnum solla mudiyaadhu. Pennurimayai patri pesiya Bharathiyin nilai yennavaaga irukum. Idhey samudhaayathil pengalukku kalli paal koduthu konru pengalin yennikayai kuraithu ippodhu ivargalum pengalai kavardhaal Aangal veru vazhi inri homosexual galaaga maarum nilai yerpadalaam. Yenna porutha mattum idhu iyarkaiku purambaanadhu. Indha panbu mirugangalidamum illai idhu iyarkaiku maaraanadhey.
Transphobic,Railway police ithungalam keatka matanuga..... Samaniya makkala pottu. Adika than laaiyaku
Homophobic,"Ama jenitics mari appavoda,ammavoda,kulainthangaloda,animalsoda,dead bodysoda kamam vanthuduchina atheyum leagalakiduvingila vibachara media thappa curecta kattuthu."
Non-anti-LGBT+ content,Athu ena da transgender Katrina...just actress kathrina nu pota..namba paka matoma...ninga first marungapa...
Non-anti-LGBT+ content,@George Shankar  amanga enakku yarum gaynu sollitu summa time pass ku mgs panna varavangala kanda enakku suthama pudikkathu antha maari varavangala naa enna thittuvane theriyathu intha maari ethana pearu kelampi irukanunganu theriyala porikki pasanga 😡😠😡
Non-anti-LGBT+ content,Iva ponnu meera than transgender 😂😂😂😂😂
Non-anti-LGBT+ content,@Kadhayalla Nijam  poda badu
Non-anti-LGBT+ content,ungaliku entha credit Lam illa avangaluku mattum than avangalu ku enna manasu da kadavul avangala valthanum
Transphobic,Kevala piraveengala neenga
Non-anti-LGBT+ content,I love you malini
Non-anti-LGBT+ content,Ongalukaaga dance aadunaanga.. pppphhhaaaaa Vera level 🥺 andha manasu thaan sir kadavul...
Non-anti-LGBT+ content,Akka semma ninga nalla iruppinga 🙏🙏🙏🙏🙏🙏🙏
Non-anti-LGBT+ content,Rompa logical a pesuringal ; I respect you
Non-anti-LGBT+ content,Kadaisi varaikum enga share ipdiyea pogatum..help pannurathu nalla visayam but enga pera vachu pannuringala antha manasutha nanba...nandri nanba❤️👍
Homophobic,@P. Nagaraj _ 43  un sooothula vitu saavadicha nee sethupoitana ena bro panuvaaa...Un vaalkaila avamaano. Mato thaaa... Unna oru ponukoooda kalyaano panaathu..
Non-anti-LGBT+ content,Yoow appadiye saathukodi puzhira maari manasa puzhinjita yaa 🥺🥺🥺😭😭😭😭😫😫😫😫
Non-anti-LGBT+ content,Na vera level na neega vera level😣🤧😁😁
Non-anti-LGBT+ content,Dei🤣 1 year aaichi video vandhu yenaku ippo tha varuthu🤣🤣🤣
Homophobic,@Kadhayalla Nijam  viluthuda gay koodhigala matamalayada poiduvinga neenga
Non-anti-LGBT+ content,Enakkum oru nalla payyan venum.. But 10 years i am waiting... Not got! 😢
Non-anti-LGBT+ content,@sai sankar  mm neenga enna panninga antha napara thittuningala illa poona pothunu vittingala
Non-anti-LGBT+ content,Ipadi piranthu neraya peru sathikuranga ithu oru reasona vachikitu kaasu vangurathu thapu ... .. kandipa nadavaida edukanum
Non-anti-LGBT+ content,Itha prank nu solrathavita transgender kana awarness video nu title vechurukala bro ithu romba sensitive video at last antha akka enna nenachurupanga prank nu sonna
Non-anti-LGBT+ content,Thirunangai munneri varum nerathil entha oru thiru nangaiyal ketta peyar vanthu vittathu.
Non-anti-LGBT+ content,Mathavangalukaka manasumathitu oru ponna marriage panni avanga valkaiya kedukrathavida ithu evlo paravala athu avangaloda thanibatta virupam
Non-anti-LGBT+ content,No feel sister
Non-anti-LGBT+ content,Kathi sanda pota nalava erukum
Non-anti-LGBT+ content,3:46 Ivar nalla panam panraduku dhan plan panrar😂😂😂
Non-anti-LGBT+ content,Lol 😂 😂
Non-anti-LGBT+ content,lag erukku bro
Non-anti-LGBT+ content,Enda videole enda edathilum prank therile oru amma ode elaguna manasu thantheridu please enda video ve prank video annu solladhinge
Non-anti-LGBT+ content,Brother oru gay ya irunthu oru pennai thirumanam seygirom endral pirakkakoodiya kulanthium gay ya than irukkuma...
Non-anti-LGBT+ content,"@Ayy Ar  taralamaga kuppidu en chellam. Ennai poruttavarai ippotu namba rendu perum onna irukkura matiriyana feella tan na irukken.tunggum botu  kuda ninga en pakkatula paduttukitti irukkira matiri ninachi talaganiyai katti pudicci muttam kodutu kondu irukken.(attan enbatu,anbai kurikum oru sollagum)pls can call lek that.i call you machan ,OK vaa.love you baby."
Non-anti-LGBT+ content,intha video parkum podhu enaku alugai vandhuduchuu.... akka neenga nijamave great....
Non-anti-LGBT+ content,Yes you are
Non-anti-LGBT+ content,Pl part 2
Non-anti-LGBT+ content,Tambi ethu eyarkain kodumai new enaku meg pannu unaku naan help panren
Homophobic,@Smart Subash  neengalam lesbian supporters ah???  Apo un pullainga kandipa gay and lesbian ah dha porakum...
Non-anti-LGBT+ content,Namma mannuku endhagalarudhan dhangachi adhupola America mannuku andhagalarudhan ungandhadu dholiy  iyargaiki dherium kalarai dhirumaniga
Non-anti-LGBT+ content,Nadu enga da pothuuuu
Non-anti-LGBT+ content,@Ansar Ansar  ungalukku eththina arivu?
Non-anti-LGBT+ content,Ttm fans like here
Non-anti-LGBT+ content,Yar dha dislike panna duu 😏
Non-anti-LGBT+ content,Hats of bro avangalum oru manusangathanu putiyathavangaluku puriyavainga bro
Non-anti-LGBT+ content,Sema bro 👍
Non-anti-LGBT+ content,"I am sorry tout inform you. Aambalaynga already ellathayum azhichitanga,ini azhika engaluku onnumae illa"
Non-anti-LGBT+ content,Ozhache Saapta idhungaluku life na Enna nu theriyum....
Non-anti-LGBT+ content,Thirunanggai super 👌; God bless you 🌹
Non-anti-LGBT+ content,true arjunan anand
Non-anti-LGBT+ content,Really ungala patha perumaiya iruku
Non-anti-LGBT+ content,Part 2 plz
Homophobic,Onnota ponnu ipdi Panna vituviya
Transphobic,Savvadi this 9 dogs sai
Non-anti-LGBT+ content,Intha Mathiri theva illama theriyatha sila  vishayangala vachu video pannathenga..frnd boy girl transgender (gay lesbian) yaara iruntha ena ungakitta unmaya irukkangala athu mattum paarunga..intha Mathiri sila video pathuttu unga frnds ah check pannittu irukathenga..please🙏
Non-anti-LGBT+ content,@Praveen Kumar  s bro very worst...
Non-anti-LGBT+ content,Ethuku  enga thali ah arukura. Neenga  show panrathuku  Nanga  dha  kidachuma. Petrol  rate eruthu. Athuku  oru maiyurum pudunga mudila . Vantalunga  aatikunu.
Non-anti-LGBT+ content,Hahahaha same prblm yr
Non-anti-LGBT+ content,Marana waiting bro
Non-anti-LGBT+ content,Neega madurai ah bro?
Non-anti-LGBT+ content,INNAIKKU SAMBAVAM IRUKKKU🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🙏
Non-anti-LGBT+ content,Kiss kudutha vaila kuthunga
Non-anti-LGBT+ content,Idhu actually enaku thappa thonudhu... Avanga rmba Nalavanga bro ipdi prank paniruka vendamae
Non-anti-LGBT+ content,"Manasu Romba kastama iruku, aluthuten..."
Non-anti-LGBT+ content,Itha video kaka ve Unga channel subscribe paniruken atha Akka ku unmaiyale nala manasu 🙏🙏
Non-anti-LGBT+ content,@Baalarjun Arjun  🤣🤣🤣
Non-anti-LGBT+ content,yov video podda fulla potunga Ilana podathinga
Non-anti-LGBT+ content,Paavam pa avanga
Non-anti-LGBT+ content,Wooowwwwwww so prettyyyyyyy... 😍😍😍
Non-anti-LGBT+ content,Prank panjnga ila paralogam ponga but ipdi thirunangai ah prank panathinga... avanga unmaiyave ne thirunangainu nenaichitanga... last la ne prank nu solrappa avanga manasu valikatha??  And ithe maari nijamave yaarachi avanga kita help keta avanga serious  ah edukama prank nu than nenaipanga..... prank panunga vena solala but yaaraiyum kasta padugha  vena...
Non-anti-LGBT+ content,and yenna sonna?? fake Id ya??adaa mutta payale  ..youtube yenga erunthu da fake id 😂😂😂 periya mairu maathiri judge panna vanthutan
Non-anti-LGBT+ content,Enda prank prank nu ethayum vida mateengla...  Fulla scripted
Non-anti-LGBT+ content,Reply pannunga plz.
Non-anti-LGBT+ content,"Apdiye ivan prank pannalamnu wait pannuvanam oru tirunangai kaha, udane corrects tirunangai vandhudumam"
Non-anti-LGBT+ content,Antha sagothari kaga oru like👍
Homophobic,Ooh avena neeyi
Non-anti-LGBT+ content,Yes enna solradhu 🤦🏻
Non-anti-LGBT+ content,Ella avanga avanga istam. Ana mathavangaluku thappu Mattu panna kudatha
Non-anti-LGBT+ content,Baby time iruntha yenda or u  naal stay panuvingala
Non-anti-LGBT+ content,"Super namba ,,,, respect ,,,,"
Non-anti-LGBT+ content,Nalla pesureenga sister
Non-anti-LGBT+ content,Nee porandhu enna pudunguna nara naye..  porakamaye irundirukalam neyellam
Non-anti-LGBT+ content,Semma akka....I miss you akka
Non-anti-LGBT+ content,Hi bro nice want to c u
Non-anti-LGBT+ content,Bro avanga manasu ennanu eppa puryuthu bro
Non-anti-LGBT+ content,Waiting part 2😣😣😖😖
Non-anti-LGBT+ content,Condoms illaya bag la 🤔🤣
Non-anti-LGBT+ content,Alaga erukanga... god bless
Transphobic,Evanungala aambalaiya .  9 ku avlo mathippa entha samoogathula .. rathatha paathukooda oruthanu kekkala ..
Non-anti-LGBT+ content,Idhnda prankk veramadhri irukkuya
Non-anti-LGBT+ content,All the best.; But normal people ah think panni patha thappa theriyuthu.; Same time unga feeling ungalukku than theriyum ungalukku enna venum nu engalala guess Panna mudiyathu ; And engalukku andha rights um illanu nenaikkuran.; ; And ivangala thittutu ok but ivanga ippadi irukka karanam God than becz it's naturally happen.
Non-anti-LGBT+ content,Very nice i m Gay 👬👬 I love you 💖💖🌈🌈💖💖👬👬💖💖
Non-anti-LGBT+ content,"@Latha muniyan  naan decent ah thaan sonnean sis, unga words paarunga ithulaye romba nallavanga neenga nu theriyuthu"
Non-anti-LGBT+ content,Narraiya doubt irrukku dude narraiya peassanum personal ahha pls edhavdhu contact kudungha
Non-anti-LGBT+ content,Hey modittu po
Transphobic,Iipade patavagala oru sela  nalavagalum paadekudu ada ichi iduku sethudalam
Non-anti-LGBT+ content,Neega egayum vandhutegala
Non-anti-LGBT+ content,I like it
Non-anti-LGBT+ content,Aluga vanthutupa pavampa transgenders Namma samuthayam avangaluku oru help pannumpa
Non-anti-LGBT+ content,Anna i love u anna naane aluthuttan anna you are great anna😚😘
Non-anti-LGBT+ content,Suppar vera leval
Non-anti-LGBT+ content,"Super bro,,, unga channel  na ippa dha first time pakra.....vazhthukkal .., , innum namaku thevaina Awareness ah unga prank moolam sollunga,,,Nandri🙏🏻"
Non-anti-LGBT+ content,True Blood love
Non-anti-LGBT+ content,idhu Ku yella Arasu dha mudivu yedukka vendum
Non-anti-LGBT+ content,Part 2 eppo varum pa pls anuppunga
Non-anti-LGBT+ content,Kaaasu kuduthu nadikregale da...... thufff
Non-anti-LGBT+ content,Super very great very very super😥😥
Non-anti-LGBT+ content,@Priya Priya  un number or insta I'd sollu di
Non-anti-LGBT+ content,mothala nee manushana
Non-anti-LGBT+ content,I support lgbt
Non-anti-LGBT+ content,@Nagarjun Rajeshwaran  போட பொள்ள
Non-anti-LGBT+ content,Una amma appa una valarhatha
Non-anti-LGBT+ content,No thirunangai thiramai vaaintha mangai nu sollunga bro
Non-anti-LGBT+ content,Shreedhar Shreedhar dei kena punda yara serupala adipa ne first avan ena sona kelu ivanga sathama pesurudhu podra adhuku munadi nadandha yaru da ketinga pundaingala
Non-anti-LGBT+ content,Hey ...apo ...vaanga namma love panlam ..ungala.partha ennakku pudichirukku ❤️Basic Tamizhan.. Neenga makkala seerum sirappumaa vaazha veiyyunga paakalaam. ; ; Onnuthukkum udhavaadha comment ah poda mattum dhaan varuveenga.
Non-anti-LGBT+ content,I will talk to u malini bro
Non-anti-LGBT+ content,Yanda ithukku mada dis like hu 🤦‍♂️
Non-anti-LGBT+ content,hi bro nan sivakasi aprm epdi neeng madurai
Non-anti-LGBT+ content,Closeup la avlo alagu akka ninga
Non-anti-LGBT+ content,antha akka manasuthan kadavul.....
Non-anti-LGBT+ content,Entha video va pathutu sirikkuratha Ella alukurathanu theriyala 😭☺️
Non-anti-LGBT+ content,Wow Look like real girl
Non-anti-LGBT+ content,Enna..bro neengalu part 2 la poda arambuchutinga
Homophobic,Evagalae Sava adikam very bad words
Non-anti-LGBT+ content,Thaaaaa vera level daaaaaa 👍👍👍👍 neee nalla iruppa daaa... thambi.... semma acting.. nee azhratha parthu en kannu automatic kalangirichi da.... vera level.... koodaiya viraivil... 1m subscribe thaandi indha chennel valarum da...👐👐👐👐
Non-anti-LGBT+ content,Hello bro niraya videos podukanga please
Non-anti-LGBT+ content,Fact bro....Elam alivai nokki....
Non-anti-LGBT+ content,@gpbro  unna umba vitorathuku ready ayttenda vada thevidiya punda magane
Non-anti-LGBT+ content,Gay na pakura ellar melayum love oh illa sex feeling oh varadhu... Nee pakura pombalailam sex feeling la thaan papiya.. Enda dei
Non-anti-LGBT+ content,Vera leaval 👌
Non-anti-LGBT+ content,Mmm sammmma super bro💗💕💓💖❤😍😍😍😍😘😘😘😘😘
Non-anti-LGBT+ content,Brilliant job 👍🙏👌
Non-anti-LGBT+ content,Love u malini
Non-anti-LGBT+ content,Ipdi pana Evan vela kudupan
Non-anti-LGBT+ content,Good work nanba
Non-anti-LGBT+ content,"Enna da olarra, maanam kettavanae!"
Non-anti-LGBT+ content,Migavum kaaya pata Manam dhan pirar kannerai paaka  virumbadhu.arumai akka.
Non-anti-LGBT+ content,Super sir Grade movie continue sir
Transphobic,Yela 9 maduraiyila Nee ippadi  panniyirunthenna un sanga aruthuruppom
Non-anti-LGBT+ content,Mokra punda parunga othaa
Non-anti-LGBT+ content,Yesu video ku vendi chumma pesakoodathu yaru enna pesavarangannu kooda theriyama reply pannatha allu
Non-anti-LGBT+ content,Sis u look paskistan heroine laibha khan ❤❤
Non-anti-LGBT+ content,Evangala enna pannalam ovara poranga
Non-anti-LGBT+ content,sari ma but MJ sona irupu pakathil ne irukurathan enagu santhosamnu solirukanga ilaya oruvela nan thapa purunjukitano...☺anyways tanq ma...
Non-anti-LGBT+ content,Iyarkaina ennanu theriyadhavangadhan idha edhirppanga.
Non-anti-LGBT+ content,jaffar aj ethuva iruntha enna bro . Atha athala paka vendamnu soltangalae 😂
Non-anti-LGBT+ content,@BSM  yaru mela love varutho avanagala love pannalam nu sollaren
Non-anti-LGBT+ content,Super malini jeevanantham👌👌👌👌
Non-anti-LGBT+ content,Me too i love Latifah
Non-anti-LGBT+ content,Asuran music vera level
Non-anti-LGBT+ content,Bro real 99
Non-anti-LGBT+ content,Podi thevudiya punda malini
Non-anti-LGBT+ content,@top romance and comedy movie station  haha....adhuvum thappu...namba baby ah irukum podhu namala pathukitangala....so namalum pathukanum.... Instead of thaniya porathukku bathula joint family try panalam or pakathu pakathula irundhuklam(like neighbours)
Non-anti-LGBT+ content,Love u mmm❤️❤️....azhaga peasuringa....azhaga irukinga....😘😘...
Non-anti-LGBT+ content,Dhanush mathiri pesura
Non-anti-LGBT+ content,Bro Nan Video Nallaerukumthan Sonnen Okkk vaa
Non-anti-LGBT+ content,Super movie really my heart melting this movie but society Ku ithu epdi erukum nu therla avanga avangaloda culture and gowravam dha mukiyamo thavira manishangaluku oru malum mathipu kuduthathila sir manishana manishangala patha dhana mansula neriya kupaya vachita kanda nai la kevalama pesuranga avangalum sariya vaza matanga aduthuvangaliyum vaza Vida matanga ena oru mangeta sosity cast kadhi matham inam mozhi ithu elathiyum kadanthathu dhan kathal love yar mela venumnalum varlam that's nature pleas mathavangla unga commands la kaya paduthathinga love is not boundry
Non-anti-LGBT+ content,Naa oru men girl mela eripu udaya men bcz enoda feelings apdi ipo enkita vanthu yen ipdi irukanu keta kovam varum illa athu mari thana homosex peoples um. So itha kevalama.. cast sanda mari peruma patukama avangala irritate panama plz respect the all human feelings.
Non-anti-LGBT+ content,thiruvalluvar sonnatha konjom theringikkonga....; nee thappa valanthuttu atha niyayam paduthatha...
Non-anti-LGBT+ content,Anna unga brother transgender na nenga yathupingala
Homophobic,Romba talenta pesuratha nenapu
Non-anti-LGBT+ content,Love from sri lanka❤️
Non-anti-LGBT+ content,Nalla manasu irukum pothu kadavalaga therikirarkal thenk god ...intha ulagathila nalla vangkaluku than kastam ellam
Non-anti-LGBT+ content,Semaya eruku bro video
Non-anti-LGBT+ content,migavum kevalamana seyal idhukku padhila pitchai edukkalam
Non-anti-LGBT+ content,Akka vera level kaa..aludhuten kaa
Non-anti-LGBT+ content,@Jemima Jayakanthan  praise the lord sister
Non-anti-LGBT+ content,Vera leave bro
Non-anti-LGBT+ content,serupadi to all homophobic
Non-anti-LGBT+ content,@V  avaru dress ah mean pannala attitude and gesture ah mean panraruu payan Mari alatudhu indha ponnu
Non-anti-LGBT+ content,Ipo ennamo naadu apdiye poothu kulungara madhiri pesitu irukanga... neenga ellarume first oruthanuku oruthi nu vazhunga aparam naatoda munetratha pathi pesalam
Non-anti-LGBT+ content,Akka vera level akka neega 😢😢😢
Non-anti-LGBT+ content,ok dude i ill try
Non-anti-LGBT+ content,enaku bus la oru time nadathuchu...
Homophobic,Sir neeinga fist ambalayanu poi doctor kita poinga
Non-anti-LGBT+ content,Super 👏👏👏👏👏👏👏😄anna waiting part 2
Non-anti-LGBT+ content,Single tea machi ku intha channel okay
Non-anti-LGBT+ content,Hiii frds iam karthick I m gay ennku unmaya love pannai marriage pannikanum assay irruku  yarachu irrukaingla
Non-anti-LGBT+ content,Real god nega  transgender .than
Non-anti-LGBT+ content,Pala like 😂
Non-anti-LGBT+ content,Vera 11bro niga
Transphobic,ith entha transgenders aano
Non-anti-LGBT+ content,Jailla putichi potuga sir
Non-anti-LGBT+ content,Yeandaa ipdi panra
Non-anti-LGBT+ content,Ne nalla irukanum ka eruthiyel kankalikiya tharunam 😭😭nega best ka
Non-anti-LGBT+ content,Unmaiyavae ivanga namma ellorvidavum uyarnthavargal ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ dr sissy I love u unga pasam ku equal ku ethuvum illa 😘😘😘😘😘😘😘😘😘😘😘😘
Non-anti-LGBT+ content,@pradeep  kodi per iruka maataanga nu nenaikireengala? Ellaarum Ungala maadri aaluku bayandhutu open aa solla maatraanga. India la 130 crore la 30 crore LGBT thaan.. Aana adha open aa ellaarkitayum solradhu enna maadri konjam per thaan..
Non-anti-LGBT+ content,"Evulo nallavanga irukranga , ipdi panna ellaraium thappa than ninaika thonum"
Transphobic,Veara leavel Anna yarumea entha mathiri yeattukkala neenga atha paathi yeatuthurikkinga super anna 👌👌👌👌👌👌👌👌👌👌👌👌last aala vachuttiting akka neenga yeappothum happy ah erukkanum illarum akka I love you akka
Non-anti-LGBT+ content,Namakkal ah bro
Non-anti-LGBT+ content,Porakama poiruppa simple. Unaku kozhantha iruja
Non-anti-LGBT+ content,Maarana fun pana poringain nanaikuran tharikavirom
Non-anti-LGBT+ content,Sister unga nalla manasukku 🙏🙏🙏😭😭 neenga unga frends yellorum nalla erukkanum
Homophobic,Podi thevidiya munda evala kolungada
Homophobic,Ajithan CJ pongada vennaingala...
Homophobic,sai ram avana nee
Non-anti-LGBT+ content,No words ❤️❤️❤️
Non-anti-LGBT+ content,Super Pro Vera level 😘😘😘❤️
Non-anti-LGBT+ content,@CR. J  u started doing yoga ahh!
Non-anti-LGBT+ content,Transgender vera level paa
Non-anti-LGBT+ content,Bro gays watsapp group sollunga pls
Non-anti-LGBT+ content,Vara level pannuga bro
Non-anti-LGBT+ content,Superr video bro
Non-anti-LGBT+ content,Bro eppa nenga lady getup pottu prank pannuvinga
Non-anti-LGBT+ content,DE manitham na eannanu kaakkitingka da ; Naa manusana polachikaren
Non-anti-LGBT+ content,I like homosex
Non-anti-LGBT+ content,Vera leval Ala vachittinga super bro
Non-anti-LGBT+ content,Adhilum.... Subramanya samy patri.. Sema reaction ma 😊😊
Non-anti-LGBT+ content,"swetha k ,olunga pora nanga loosam ,thappa pora neeinga correct aa?."
Non-anti-LGBT+ content,Rompa feel aituchu😓
Non-anti-LGBT+ content,"I like , super"
Non-anti-LGBT+ content,"Dude i accept your speech but ungalala idhae  speech ah konjam verupa kammi panni pesa mudinja inum ungala neraiya per reach panna mudiyum, enna  thimira pesuranga;  appadidhaan thonnudhu, but i support everything you say,  hatoff to your gyts..."
Non-anti-LGBT+ content,Ada pavingala.... Enna da valkai ithu...
Non-anti-LGBT+ content,Dai enda indha mari oruthavangala kootu bayamoorthy aada la uttu video podringa thoo vekkaketavangala
Non-anti-LGBT+ content,Tha.... Badu ommala
Non-anti-LGBT+ content,Avanga nalla irukanum epomea
Non-anti-LGBT+ content,"Yaar ithu thappu ennu ninaikkurongalo onnu therinchukanum, chromosomes Problems onnum irukku athu avgal thappa illa amma appa thappa? Yaar thappum illa. Sari avagal kalyanam seithal avagal partner life spoil akatha? Avagal sex life laa ellame santhosham partner kooda kidaikkala enna athu eppadi therinchu innum oruttar life ah spoil pannalam? Iyarkai ennu solluraingal appo Neega ellarum iyarkaiya kaapathuringala? Kandippa 99% India laa itarkaiya kaapathalla athala ithuvum iyarkai than. Ithu onnum thottu viyathi illa ithu oru Chromosom problems laa varathu. Youngsters kku ithu innum puriyalla ennu kavalaya irukku. English kalakkamal tamilar tamil laa muthalla peesungal. TN tamilar ean tamil laa peesa thayanganum? 5000 varusham muthalla vantha tamil ah maranthu vaalurathu kalacharam ??? Chumma kandatha net laa paakamal konjam ithai patti vaasikkanum. Avagalum manithar than. Kanddaya kalyanam illa oru falls Ana vaalkai theevaiya ? Athu avagaluyum eamattiddu innum oru jeevan ah emathurathu. Illa ivagala kolai seiyalam ennuringala ??? I feel very shame. Naan heterosexual anal enakku ithu patti evalavo theriyum medicine field laa irukkurathala. Enakku gays lesbians friends irukkangal avagal enakku thappa theriyalla oru honest partner kooda vaalurangal"
Non-anti-LGBT+ content,Bro avanga super carrecter Anna 😳
Non-anti-LGBT+ content,Idhuku per muraiyatra vaalvu illa. Muttaalthanam illa. Kadavul engala ipdi padachrukaaru. Ungaluku yen eriyudhu? Poraamaiyaa?
Non-anti-LGBT+ content,Go ahead Malini...  solvadhu ongi olikavendumaanal..  seyalal Sol...  ulagin thalai Sirandha Sol seyal...  serve  abandon people..
Non-anti-LGBT+ content,Very sensible and open talk.
Non-anti-LGBT+ content,sree21195 Sammanthame illaama itha yenda inga podra kammunaatti
Non-anti-LGBT+ content,Semma super malini Jeevarathanam
Non-anti-LGBT+ content,"illa theriyama kekkuren. Indian tamil culture ippadi illanu soldranga. Ok Accepted.But Oruvanuku oruthinu thane tamil panpaadu. but now days yaaru culture follow pandra.Ithu pudikalana adutha aaluku poranga. ithu unga culture ku purama illaya?  Foreign saappadu,foreign dress styles ithu ellame follow pandra accept panna people yen ithaiyum accept panna kudathu?  Ithai accept pandrathala unga cultures tappa poga porathu illa. appadi paatha culture ah uruvakkuna kadavul thaaa ippadi patta people ah um uruvakkuraru. kadavule accept panna piragu neenga yaaru tappunu solla!"
Non-anti-LGBT+ content,Edu pavam oru transgender a kastapadutha kudadu
Non-anti-LGBT+ content,Anna Super Naa Naa Lawrence Anna Fan Na😍😍👌
Transphobic,Ne  yaruku porantha payana...pona
Non-anti-LGBT+ content,Antha akka saamy saamy nu solra vaarthaila avlo anbu irukku. Super akka.
Non-anti-LGBT+ content,Are u lesbian
Non-anti-LGBT+ content,Police enna panringa..?
Non-anti-LGBT+ content,Bangam; Panriga pa🤣
Non-anti-LGBT+ content,Trans gender god bless you
Non-anti-LGBT+ content,ungal valvil enrum magilchi pongatum🙏🙏🙏🙏🙏🙏🙏
Non-anti-LGBT+ content,4:46 na pora bye😂semalla adhu
Non-anti-LGBT+ content,Maranah waiting anna
Non-anti-LGBT+ content,Malini Akka 💝
Non-anti-LGBT+ content,Broo am sri lanka. Epdi oru boye a pathadu romba hpy. Am girl bt enaku boyesmella numbika ella. Ogala oru nalla frnda paka thonudu.
Transphobic,Avala aduchu munchiya odachu irukkanum........evlovo nallavagalam irukkaga ..ippadi pannuravagalala than ella thirunangaikkum ketta peru?
Non-anti-LGBT+ content,Antha Akka manasukku ku hit the like 💖💖💓
